Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142248MKP2T0;Polypropylene;RFI X/Y;Radial Boxed;220nF;20;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142248MKM2T0;Polypropylene;RFI X/Y;Radial Boxed;220nF;20;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142248MKI2B0;Polypropylene;RFI X/Y;Radial Boxed;220nF;20;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142248KKP2T0;Polypropylene;RFI X/Y;Radial Boxed;220nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142248KKM2T0;Polypropylene;RFI X/Y;Radial Boxed;220nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142248KKI2B0;Polypropylene;RFI X/Y;Radial Boxed;220nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142748KKP2T0;Polypropylene;RFI X/Y;Radial Boxed;270nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142748KKM2T0;Polypropylene;RFI X/Y;Radial Boxed;270nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X142748KKI2B0;Polypropylene;RFI X/Y;Radial Boxed;270nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X143348MKP2T0;Polypropylene;RFI X/Y;Radial Boxed;330nF;20;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X143348MKM2T0;Polypropylene;RFI X/Y;Radial Boxed;330nF;20;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X143348MKI2B0;Polypropylene;RFI X/Y;Radial Boxed;330nF;20;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X143348KKP2T0;Polypropylene;RFI X/Y;Radial Boxed;330nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X143348KKM2T0;Polypropylene;RFI X/Y;Radial Boxed;330nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
F340X1 480VAC;Enlarge;F340 - X1 - IEC60384-14 Humidity Robustness Grade IIIB;F340X143348KKI2B0;Polypropylene;RFI X/Y;Radial Boxed;330nF;10;VacX1;480;27.5;image/capacitors\26073.png;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.pdf;Datasheet\capacitors\F340X1 480VAC\F340X1 480VAC.zip
