Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
S5K;Enlarge;800;5;1.15;100.0;;175;SMC (DO-214AB);Single;;Yes;image/diodes/87607.png;Datasheet/diodes/standard-recovery/S5K/S5K.pdf;Datasheet/diodes/standard-recovery/S5K/S5K.zip
