Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-EPU3006LHN3;Enlarge;600;30;1.15;250.0;30;175.0;TO-247AD 2L;Single die;Yes;image/diodes/95952.png;Datasheet/diodes/ultrafast-recovery/VS-EPU3006LHN3/VS-EPU3006LHN3.pdf;
