Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
1N4148WS-G;Enlarge;SOD-323;100.0;25 at 20;1 at 10;4.0;Single;Yes;image/diodes/85413.png;Datasheet/diodes/switching/1N4148WS-G/1N4148WS-G.pdf;Datasheet/diodes/switching/1N4148WS-G/1N4148WS-G.zip
