Series;Product Image;Type;Description;Technology;Resistance (min)(Ω);Resistance (max)(Ω);TCR Absolute(ppm/°C);TCR Tracking(ppm/°C);Absolute Tolerance(%);Ratio Tolerance(%);Power(W);Package Type;Case (EIA & Mil);Image path;Datasheet part;3d model part
CTSP;Enlarge;Resistor Networks;Molded, Commercial, Single In-Line Thin Film Resistor, Through Hole Network (Custom);Thin Film;20;500 K;10.0;1.0;0.05;0.025;0.1;SIP;;image/networks-and-arrays/60036.png;Datasheet\/networks-and-arrays/CTSP\CTSP.pdf;
