Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;CircuitConfiguration;Isolation fromHeatsink;Image path;Datasheet part;3d model part
VS-T20HF220;Enlarge;20;85;2200;450;470;1.50 at 60;-40 to +150;2.53;D-55 (T-module);Single diode;Isolated;image\modules\94709.png;Datasheet\modules\VS-T20HF220\VS-T20HF220.pdf;
