Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Output Min. (kvar);Output Max. (kvar);Frequency Min. (Hz);Frequency Max. (Hz);Image path;Datasheet part;3d model part
Phawo...k.. Medium Frequency Capacitors;Enlarge;Capacitors, induction heating;All-film polypropylene / aluminum foil;Medium frequency capacitors, water cooled, indoor;200;3000;150;5000;75;8000;image\capacitors\13056.png;Datasheet\capacitors\Phawo...k.. Medium Frequency Capacitors\Phawo...k.. Medium Frequency Capacitors.pdf;
