Part Number;Status;Description;Product Type;VINMin.(V);VINMax.(V);Package;Package Size(W, L, H)(mm);Image path;Datasheet part;3d model part
SIP32434A;Active;6 A, 33 mΩ, 2.8 V to 23 V, programmable OVP and current limit, latch-off on fault;Slew rate, current limit;2.8;28.0;DFN33-10L;3.0 x 3.0 x 0.9;63147;Datasheet/power-ics/SIP32434A\SIP32434A.pdf;
