Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-UFH280FA30;Enlarge;160;95;300;1539;1.07 at 100;-55 to +175;0.39;58;SOT-227;Two separate diodes, parallel pin-out;Isolated;image\modules\96136.png;Datasheet\modules\VS-UFH280FA30\VS-UFH280FA30.pdf;
