Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;CircuitConfiguration;Isolation fromHeatsink;Image path;Datasheet part;3d model part
VS-VSMD400AW60, VS-VSMD400CW60;Enlarge;400;133;600;2500;2620;1.31 at 200;-40 to +175;0.1;TO-244;Two diodes common anode;Not Isolated;image\modules\93469.png;Datasheet\modules\VS-VSMD400AW60, VS-VSMD400CW60\VS-VSMD400AW60, VS-VSMD400CW60.pdf;
VS-VSMD400AW60, VS-VSMD400CW60;Enlarge;400;133;600;2500;2620;1.31 at 200;-40 to +175;0.1;TO-244;Two diodes common cathode;Not Isolated;image\modules\93469.png;Datasheet\modules\VS-VSMD400AW60, VS-VSMD400CW60\VS-VSMD400AW60, VS-VSMD400CW60.pdf;
