Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
SiSS78LDN;Enlarge;Single;PowerPAK 1212-8S;N;70.0;20.0;;;;;;0.0078;;;0.0058;15.0;32.0;6.9;3.9;66.7;57.0;1.0;0.82;91184;Datasheet/mosfets/IRFIBE30G/IRFIBE30G.pdf;
