Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
LVB1560;Enlarge;15.0;0.73;400;600;150;GSIB-5S;In-line;image/diodes/89392.png;Datasheet/diodes/bridge/LVB1560/LVB1560.pdf;Datasheet/diodes/bridge/LVB1560/LVB1560.zip
