Series;Product Image;Type;Technology;Description;Mounting;Voltage(V);Capacitance (min.);Capacitance (max.);Dielectric;Image path;Datasheet part;3d model part
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;50.0;1.1 nF;10 nF;BP;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;50.0;120 nF;470 nF;BX;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;27 nF;56 nF;BX;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;56 nF;470 nF;BX;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;1 pF;680 pF;BP;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;1 pF;2.2 nF;BP;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;330 pF;18 nF;BX;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;3.6 nF;22 nF;BP;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;300 pF;3.3 nF;BP;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;300 pF;1 nF;BP;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;1.2 nF;10 nF;BP;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;4.7 nF;39 nF;BX;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
MIL-PRF-123;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors MIL Qualified, Type MIL-123;Surface Mount;100.0;5.6 nF;100 nF;BX;image\capacitors\45229.png;Datasheet\capacitors\MIL-PRF-123\MIL-PRF-123.pdf;
