Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
A123K15X7RK5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;12000;X7R;;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A123K15X7RK5TAAR\A123K15X7RK5TAAR.pdf;
