Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-ST300SPbF Series;Enlarge;300.0;75.0;470.0;1800;8000.0;8380.0;1.66 at 940;-40 to +125;500.0;TO-118 (TO-209AE);Single SCR;image/thyristors/94406.png;Datasheet/thyristors/phase-control-discrete/VS-ST300SPbF Series/VS-ST300SPbF Series.pdf;
VS-ST300SPbF Series;Enlarge;300.0;75.0;470.0;1600;8000.0;8380.0;1.66 at 940;-40 to +125;500.0;TO-118 (TO-209AE);Single SCR;image/thyristors/94406.png;Datasheet/thyristors/phase-control-discrete/VS-ST300SPbF Series/VS-ST300SPbF Series.pdf;
VS-ST300SPbF Series;Enlarge;300.0;75.0;470.0;1200;8000.0;8380.0;1.66 at 940;-40 to +125;500.0;TO-118 (TO-209AE);Single SCR;image/thyristors/94406.png;Datasheet/thyristors/phase-control-discrete/VS-ST300SPbF Series/VS-ST300SPbF Series.pdf;
VS-ST300SPbF Series;Enlarge;300.0;75.0;470.0;800;8000.0;8380.0;1.66 at 940;-40 to +125;500.0;TO-118 (TO-209AE);Single SCR;image/thyristors/94406.png;Datasheet/thyristors/phase-control-discrete/VS-ST300SPbF Series/VS-ST300SPbF Series.pdf;
VS-ST300SPbF Series;Enlarge;300.0;75.0;470.0;400;8000.0;8380.0;1.66 at 940;-40 to +125;500.0;TO-118 (TO-209AE);Single SCR;image/thyristors/94406.png;Datasheet/thyristors/phase-control-discrete/VS-ST300SPbF Series/VS-ST300SPbF Series.pdf;
VS-ST300SPbF Series;Enlarge;300.0;75.0;470.0;2000;8000.0;8380.0;1.66 at 940;-40 to +125;500.0;TO-118 (TO-209AE);Single SCR;image/thyristors/94406.png;Datasheet/thyristors/phase-control-discrete/VS-ST300SPbF Series/VS-ST300SPbF Series.pdf;
