Series;Product Image;Resistance Min.(Ω);Resistance Max.(Ω);E-Series;Tolerance(± %);Power Rating(W);Maximum Voltage(V);TCR(± ppm/°C);MountingTechnology;Size / Device Style;OperatingTemperature(°C);Automotive;Image path;Datasheet part;3d model part
CMF (Military RN and RL);Enlarge;10;100K;;0.1;0.06;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;100K;;0.25;0.06;200;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;100K;;0.25;0.06;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;100K;;0.5;0.06;200;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;100K;;0.5;0.06;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;100K;;1.0;0.06;200;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;100K;;1.0;0.06;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2.49M;;0.1;0.25;500;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2.49M;;0.25;0.25;500;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2.49M;;0.5;0.25;500;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2.49M;;1.0;0.25;500;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;301K;;0.1;0.125;200;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;301K;;0.25;0.125;200;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;301K;;0.5;0.125;200;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;301K;;1.0;0.125;200;100;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.1;0.25;500;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.1;0.25;500;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.25;0.25;500;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.25;0.25;500;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.5;0.25;500;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.5;0.25;500;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;1.0;0.25;500;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;1.0;0.25;500;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;0.1;0.125;200;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;0.1;0.125;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;0.25;0.125;200;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;0.25;0.125;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;0.5;0.125;200;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;0.5;0.125;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;1.0;0.125;200;25;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;100K;;1.0;0.125;200;50;Through-hole;Axial;-55 to +150;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;100K;;0.1;0.06;200;25;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;1M;;0.1;0.25;300;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;1M;;0.25;0.25;300;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;1M;;0.5;0.25;300;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;1M;;1.0;0.25;300;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2M;;0.1;0.5;350;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2M;;0.25;0.5;350;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2M;;0.5;0.5;350;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;10;2M;;1.0;0.5;350;100;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.25;0.25;250;50;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;24.9;1M;;0.5;0.25;250;50;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;4.3;470K;;2.0;0.50;350;;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;4.3;470K;;5.0;0.50;350;;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;1M;;0.1;0.5;350;25;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;1M;;0.1;0.5;350;50;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
CMF (Military RN and RL);Enlarge;49.9;1M;;0.25;0.5;350;25;Through-hole;Axial;-65 to +175;No;image/resistors-fixed/31027.png;Datasheet\/resistors-fixed/CMF (Military RN and RL)\CMF (Military RN and RL).pdf;
