Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;100 µF;15.0;75.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;18 µF;35.0;175.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;180 µF;10.0;60.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;15 µF;50.0;190.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;100 µF;20.0;75.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;5.6 µF;50.0;300.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;47 µF;20.0;110.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;330 µF;6.0;45.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;120 µF;15.0;70.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;22 µF;35.0;160.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;220 µF;10.0;55.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;18 µF;50.0;175.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;8.2 µF;35.0;250.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;6.8 µF;50.0;275.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;56 µF;20.0;100.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;82 µF;10.0;85.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;150 µF;15.0;65.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;150 µF;6.0;65.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;27 µF;35.0;145.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;56 µF;15.0;100.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;22 µF;50.0;160.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;10 µF;35.0;230.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;8.2 µF;50.0;250.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;20.0;95.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;100 µF;10.0;75.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;27 µF;20.0;145.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;180 µF;6.0;60.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;35.0;130.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;15.0;95.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;12 µF;35.0;210.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;10 µF;50.0;230.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;120 µF;10.0;70.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;20.0;130.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;220 µF;6.0;55.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;39 µF;35.0;120.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;82 µF;15.0;85.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;15 µF;35.0;190.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;12 µF;50.0;210.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;82 µF;20.0;85.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;150 µF;10.0;65.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;47 µF;35.0;110.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;39 µF;20.0;120.0;17.42 x 7.34 (R);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
550D;Enlarge;Tantalum, Solid;Through Hole;Axial;270 µF;6.0;50.0;19.96 x 8.92 (S);image/capacitors\40017.png;Datasheet\capacitors\550D\550D.pdf;
