Part Number;Product Image;Data Rate(MBd);Package;CTR min.(%);tPLHtyp.(µs);tPHLtyp.(µs);Pulse Width Distortion PWD(ns);CMTI min.(V/μs);Operating Temperature(°C);Channel(s);Isolation VoltageVISO(VRMS);Safety Standard(s);Image path;Datasheet part;3d model part
SFH6325, SFH6326;Enlarge;1.0;SMD-8;19.0;0.5;0.2;;;-55 to +100;Dual;5300;UL, cUL, VDE, CQC;image/optocouplers\83679.png;Datasheet\optocouplers\SFH6325, SFH6326\SFH6325, SFH6326.pdf;Datasheet\optocouplers\SFH6325, SFH6326\SFH6325, SFH6326.zip
SFH6325, SFH6326;Enlarge;1.0;DIP-8;19.0;0.5;0.2;;;-55 to +100;Dual;5300;UL, cUL, VDE, CQC;image/optocouplers\83679.png;Datasheet\optocouplers\SFH6325, SFH6326\SFH6325, SFH6326.pdf;Datasheet\optocouplers\SFH6325, SFH6326\SFH6325, SFH6326.zip
