Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
BAS16L;Enlarge;DFN1006-2A;100.0;500 at 80;1.250 at 150;4.0;Single;Yes;image/diodes\86187.png;Datasheet\diodes\BAS16L\BAS16L.pdf;
