Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
BAS70-00-G to BAS70-06-G;Enlarge;Small Signal Schottky Diodes, Single and Dual;70.0;200.0;410 at 50;Yes;SOT-23;Single;image/diodes/86403.png;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.pdf;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.zip
BAS70-00-G to BAS70-06-G;Enlarge;Small Signal Schottky Diodes, Single and Dual;70.0;200.0;410 at 50;Yes;SOT-23;Dual serial;image/diodes/86403.png;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.pdf;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.zip
BAS70-00-G to BAS70-06-G;Enlarge;Small Signal Schottky Diodes, Single and Dual;70.0;200.0;410 at 50;Yes;SOT-23;Common cathode;image/diodes/86403.png;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.pdf;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.zip
BAS70-00-G to BAS70-06-G;Enlarge;Small Signal Schottky Diodes, Single and Dual;70.0;200.0;410 at 50;Yes;SOT-23;Common anode;image/diodes/86403.png;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.pdf;Datasheet/diodes/ss-schottky/BAS70-00-G to BAS70-06-G/BAS70-00-G to BAS70-06-G.zip
