Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-30ETH06-M3;Enlarge;600;30;1.34;200.0;23;175.0;TO-220AC 2L;Single;No;image/diodes/96182.png;Datasheet/diodes/ultrafast-recovery/VS-30ETH06-M3/VS-30ETH06-M3.pdf;Datasheet/diodes/ultrafast-recovery/VS-30ETH06-M3/VS-30ETH06-M3.zip
