Part Number;Package;Color;Dominant Wavelength Min. (nm)orColor Coordinate(x, y)(nm);Dominant Wavelength Typ. (nm)orColor Coordinate(x, y)(nm);Dominant Wavelength Max. (nm)orColor Coordinate(x, y)(nm);Luminous Intensity IVMin.(mcd);Luminous Intensity IVTyp.(mcd);Luminous Intensity IVMax.(mcd);IFforIV(mA);Luminous Flux ΦVMin.(mIm);Luminous Flux ΦVTyp.(mIm);Luminous Flux ΦVMax.(mIm);IFforΦV(mA);Forward Voltage, VFTyp.(V);Forward Voltage, VFMax.(V);Angle of Half Intensity(± °);Key Feature;Image path;Datasheet part;3d model part
TLUV5300;5 mm;Red;612.0;;625.0;1.0;2.5;;10;;;;;2.0;3.0;30;Bicolor;83056;Datasheet/leds/TLUV5300\TLUV5300.pdf;Datasheet/leds/TLUV5300\TLUV5300.zip
TLUV5300;5 mm;Green;552.0;;575.0;1.0;2.5;;10;;;;;2.4;3.0;30;Bicolor;83056;Datasheet/leds/TLUV5300\TLUV5300.pdf;Datasheet/leds/TLUV5300\TLUV5300.zip
