Part Number;Product Image;Package;Reverse WorkingVoltage(V);Capacitance(pF);LeakageCurrent(µA);Peak Pulse Current8/20 µs (*10/1000 µs)acc. IEC 61000-4-5(A);Peak PulsePower 8/20 µsacc. IEC 61000-4-5(W);ProtectableLines;ESD Immunityacc. IEC 61000-4-2(kV);Max. OperatingJunction Temperature(°C);AEC-Q101Qualified;Image path;Datasheet part;3d model part
VESD05C1-02V;Enlarge;SOD-523;5.0;67.0;0.1;8.7;100;1;30;150;Yes;image/diodes/86130.png;Datasheet/diodes/esd-protection/VESD05C1-02V/VESD05C1-02V.pdf;
