Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;35.0;4000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;16.0;800.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;6.3;800.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;50.0;550.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;20.0;150.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;10.0;150.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;4.0;275.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35.0;300.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20.0;3500.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;330 µF;6.3;100.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;16.0;1500.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;680 µF;4.0;100.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;50.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;20.0;200.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10.0;300.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;4.0;1500.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
593D;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;35.0;300.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40005.png;Datasheet\capacitors\593D\593D.pdf;Datasheet\capacitors\593D\593D.zip
