Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-249NQ150PbF;Enlarge;240;121;150.0;2300;1.21 at 240;-55 to +175;0.19;HALF-PAK (D-67);Single diode;Not Isolated;image\modules\94172.png;Datasheet\modules\VS-249NQ150PbF\VS-249NQ150PbF.pdf;
