Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-20ETS12THM3;Enlarge;1200;20;1.1;;;150;2L TO-220AC;Single;;Yes;image/diodes\97033.png;Datasheet\diodes\VS-20ETS12THM3\VS-20ETS12THM3.pdf;
