Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-25RIA Series;Enlarge;25.0;85.0;40.0;100;420.0;440.0;1.70 at 79;-65 to +125;100.0;TO-48 (TO-208AA);Single SCR;image/thyristors\93701.png;Datasheet\thyristors\VS-25RIA Series\VS-25RIA Series.pdf;
VS-25RIA Series;Enlarge;25.0;85.0;40.0;200;420.0;440.0;1.70 at 79;-65 to +125;100.0;TO-48 (TO-208AA);Single SCR;image/thyristors\93701.png;Datasheet\thyristors\VS-25RIA Series\VS-25RIA Series.pdf;
VS-25RIA Series;Enlarge;25.0;85.0;40.0;400;420.0;440.0;1.70 at 79;-65 to +125;100.0;TO-48 (TO-208AA);Single SCR;image/thyristors\93701.png;Datasheet\thyristors\VS-25RIA Series\VS-25RIA Series.pdf;
VS-25RIA Series;Enlarge;25.0;85.0;40.0;600;420.0;440.0;1.70 at 79;-65 to +125;100.0;TO-48 (TO-208AA);Single SCR;image/thyristors\93701.png;Datasheet\thyristors\VS-25RIA Series\VS-25RIA Series.pdf;
VS-25RIA Series;Enlarge;25.0;85.0;40.0;800;420.0;440.0;1.70 at 79;-65 to +125;100.0;TO-48 (TO-208AA);Single SCR;image/thyristors\93701.png;Datasheet\thyristors\VS-25RIA Series\VS-25RIA Series.pdf;
VS-25RIA Series;Enlarge;25.0;85.0;40.0;1000;420.0;440.0;1.70 at 79;-65 to +125;100.0;TO-48 (TO-208AA);Single SCR;image/thyristors\93701.png;Datasheet\thyristors\VS-25RIA Series\VS-25RIA Series.pdf;
VS-25RIA Series;Enlarge;25.0;85.0;40.0;1200;420.0;440.0;1.70 at 79;-65 to +125;100.0;TO-48 (TO-208AA);Single SCR;image/thyristors\93701.png;Datasheet\thyristors\VS-25RIA Series\VS-25RIA Series.pdf;
