Part Number;Status;Description;Product type;VinMin.(V);VinMax.(V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiP32431DN;Active;1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active high;Slew rate;1.5;5.5;TDFN4;1.2 x 1.6 x 0.5;66597;Datasheet/power-ics/computer/SiP32431DN/SiP32431DN.pdf;
