Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP39338TR1;Enlarge;TVCastSMD;6.8 W x 2.6 H x 5.3 D;38;AGC3;26.0;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;RECS-80 Code;Remote control;SMD;image/ir-receiver-modules/82774.png;Datasheet\/ir-receiver-modules/TSOP39338TR1\TSOP39338TR1.pdf;Datasheet\/ir-receiver-modules/TSOP39338TR1\TSOP39338TR1.zip
TSOP39338TR1;Enlarge;TVCastSMD;6.8 W x 2.6 H x 5.3 D;38;AGC3;26.0;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;r-map;Remote control;SMD;image/ir-receiver-modules/82774.png;Datasheet\/ir-receiver-modules/TSOP39338TR1\TSOP39338TR1.pdf;Datasheet\/ir-receiver-modules/TSOP39338TR1\TSOP39338TR1.zip
TSOP39338TR1;Enlarge;TVCastSMD;6.8 W x 2.6 H x 5.3 D;38;AGC3;26.0;0.1;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;XMP;Remote control;SMD;image/ir-receiver-modules/82774.png;Datasheet\/ir-receiver-modules/TSOP39338TR1\TSOP39338TR1.pdf;Datasheet\/ir-receiver-modules/TSOP39338TR1\TSOP39338TR1.zip
