Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSO3150;Enlarge;10 mm;Orange red;Common anode;450.0;4500.0;;10;2.0;image/displays\83125.png;Datasheet\displays\TDSO3150\TDSO3150.pdf;Datasheet\displays\TDSO3150\TDSO3150.zip
