Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSMP95100XV;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;;10.0;0.5;± 50;0.35;1, 4 = GND, 2 = VS, 3 = OUT;;Repeater;SMD;image/ir-receiver-modules/82913.png;Datasheet\/ir-receiver-modules/TSMP95100XV\TSMP95100XV.pdf;
