Series;Product Image;Type;Technology;Description;Mounting;Voltage(V);Capacitance (min.);Capacitance (max.);Dielectric;Image path;Datasheet part;3d model part
VJ Hi-Rel Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for High Reliability Applications;Surface Mount;600;1 pF;10 nF;C0G (NP0);image\capacitors\45200.png;Datasheet\capacitors\VJ Hi-Rel Series\VJ Hi-Rel Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;600;1 pF;10 nF;C0G (NP0);image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;1000;15 pF;33 nF;C0G (NP0);image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;1000;100 pF;33 nF;C0G (NP0);image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;1000;120 pF;39 nF;C0G (NP0);image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;1000;10 nF;2.7 uF;X7R;image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;2000;5.6 nF;4.7 uF;X7R;image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;3000;27 pF;10 nF;C0G (NP0);image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;3000;27 pF;22 nF;C0G (NP0);image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;3000;220 pF;270 nF;X7R;image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;3000;270 pF;1.0 uF;X7R;image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ Non-Magnetic Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Non-Magnetic Applications;Surface Mount;3000;1 nF;2.2 uF;X7R;image\capacitors\45227.png;Datasheet\capacitors\VJ Non-Magnetic Series\VJ Non-Magnetic Series.pdf;None
VJ....W1BC Ultra High Q/Low ESR;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Ultra High Q Commodity Applications;Surface Mount;250;0.3 pF;47 pF;Ultra High Q;image\capacitors\28547.png;Datasheet\capacitors\VJ....W1BC Ultra High Q/Low ESR\VJ....W1BC Ultra High Q/Low ESR.pdf;None
VJ....W1BC Ultra High Q/Low ESR;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Chip Capacitors for Ultra High Q Commodity Applications;Surface Mount;250;0.3 pF;100 pF;Ultra High Q;image\capacitors\28547.png;Datasheet\capacitors\VJ....W1BC Ultra High Q/Low ESR\VJ....W1BC Ultra High Q/Low ESR.pdf;None
