Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
A100J15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A100J15C0GF5TAA\A100J15C0GF5TAA.pdf;None
A100J15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A100J15C0GF5UAA\A100J15C0GF5UAA.pdf;None
A100J15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A100J15C0GH5TAA\A100J15C0GH5TAA.pdf;None
A100J15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A100J15C0GH5UAA\A100J15C0GH5UAA.pdf;None
A100K15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A100K15C0GF5TAA\A100K15C0GF5TAA.pdf;None
A100K15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;10;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A100K15C0GF5UAA\A100K15C0GF5UAA.pdf;None
A100K15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A100K15C0GH5TAA\A100K15C0GH5TAA.pdf;None
A100K15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;10;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A100K15C0GH5UAA\A100K15C0GH5UAA.pdf;None
A101J15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GF5TAA\A101J15C0GF5TAA.pdf;None
A101J15C0GF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;100;C0G;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A101J15C0GF5TAAR\A101J15C0GF5TAAR.pdf;None
A101J15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GF5UAA\A101J15C0GF5UAA.pdf;None
A101J15C0GF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;100;C0G;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A101J15C0GF5UAAR\A101J15C0GF5UAAR.pdf;None
A101J15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GH5TAA\A101J15C0GH5TAA.pdf;None
A101J15C0GH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;100;C0G;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A101J15C0GH5TAAR\A101J15C0GH5TAAR.pdf;None
A101J15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GH5UAA\A101J15C0GH5UAA.pdf;None
A101J15C0GH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;100;C0G;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A101J15C0GH5UAAR\A101J15C0GH5UAAR.pdf;None
A101J15C0GK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GK5TAA\A101J15C0GK5TAA.pdf;None
A101J15C0GK5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;100;C0G;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A101J15C0GK5TAAR\A101J15C0GK5TAAR.pdf;None
A101J15C0GK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GK5UAA\A101J15C0GK5UAA.pdf;None
A101J15C0GK5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;100;C0G;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A101J15C0GK5UAAR\A101J15C0GK5UAAR.pdf;None
A101J15C0GL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GL5TAA\A101J15C0GL5TAA.pdf;None
A101J15C0GL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101J15C0GL5UAA\A101J15C0GL5UAA.pdf;None
A101K15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GF5TAA\A101K15C0GF5TAA.pdf;None
A101K15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GF5UAA\A101K15C0GF5UAA.pdf;None
A101K15C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GH5TAA\A101K15C0GH5TAA.pdf;None
A101K15C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GH5UAA\A101K15C0GH5UAA.pdf;None
A101K15C0GK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GK5TAA\A101K15C0GK5TAA.pdf;None
A101K15C0GK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GK5UAA\A101K15C0GK5UAA.pdf;None
A101K15C0GL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GL5TAA\A101K15C0GL5TAA.pdf;None
A101K15C0GL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15C0GL5UAA\A101K15C0GL5UAA.pdf;None
A101K15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RF5TAA\A101K15X7RF5TAA.pdf;None
A101K15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RF5UAA\A101K15X7RF5UAA.pdf;None
A101K15X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RH5TAA\A101K15X7RH5TAA.pdf;None
A101K15X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RH5UAA\A101K15X7RH5UAA.pdf;None
A101K15X7RK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RK5TAA\A101K15X7RK5TAA.pdf;None
A101K15X7RK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RK5UAA\A101K15X7RK5UAA.pdf;None
A101K15X7RL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RL5TAA\A101K15X7RL5TAA.pdf;None
A101K15X7RL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101K15X7RL5UAA\A101K15X7RL5UAA.pdf;None
A101M15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RF5TAA\A101M15X7RF5TAA.pdf;None
A101M15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RF5UAA\A101M15X7RF5UAA.pdf;None
A101M15X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RH5TAA\A101M15X7RH5TAA.pdf;None
A101M15X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RH5UAA\A101M15X7RH5UAA.pdf;None
A101M15X7RK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RK5TAA\A101M15X7RK5TAA.pdf;None
A101M15X7RK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RK5UAA\A101M15X7RK5UAA.pdf;None
A101M15X7RL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RL5TAA\A101M15X7RL5TAA.pdf;None
A101M15X7RL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;100;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A101M15X7RL5UAA\A101M15X7RL5UAA.pdf;None
A102J15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102J15C0GF5TAA\A102J15C0GF5TAA.pdf;None
A102J15C0GF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000;C0G;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A102J15C0GF5TAAR\A102J15C0GF5TAAR.pdf;None
A102J15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102J15C0GF5UAA\A102J15C0GF5UAA.pdf;None
A102J15C0GF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000;C0G;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A102J15C0GF5UAAR\A102J15C0GF5UAAR.pdf;None
A102J15C0GH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;1000;C0G;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A102J15C0GH5TAAR\A102J15C0GH5TAAR.pdf;None
A102J15C0GH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;1000;C0G;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A102J15C0GH5UAAR\A102J15C0GH5UAAR.pdf;None
A102J15C0GK5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;1000;C0G;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A102J15C0GK5TAAR\A102J15C0GK5TAAR.pdf;None
A102J15C0GK5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;1000;C0G;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A102J15C0GK5UAAR\A102J15C0GK5UAAR.pdf;None
A102J20C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102J20C0GH5TAA\A102J20C0GH5TAA.pdf;None
A102J20C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102J20C0GH5UAA\A102J20C0GH5UAA.pdf;None
A102J20C0GK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102J20C0GK5TAA\A102J20C0GK5TAA.pdf;None
A102J20C0GK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102J20C0GK5UAA\A102J20C0GK5UAA.pdf;None
A102J20C0GL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102J20C0GL5TAA\A102J20C0GL5TAA.pdf;None
A102J20C0GL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102J20C0GL5UAA\A102J20C0GL5UAA.pdf;None
A102K15C0GF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K15C0GF5TAA\A102K15C0GF5TAA.pdf;None
A102K15C0GF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K15C0GF5UAA\A102K15C0GF5UAA.pdf;None
A102K15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RF5TAA\A102K15X7RF5TAA.pdf;None
A102K15X7RF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000;X7R;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A102K15X7RF5TAAR\A102K15X7RF5TAAR.pdf;None
A102K15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RF5UAA\A102K15X7RF5UAA.pdf;None
A102K15X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000;X7R;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A102K15X7RF5UAAR\A102K15X7RF5UAAR.pdf;None
A102K15X7RH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;1000;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RH5TAA\A102K15X7RH5TAA.pdf;None
A102K15X7RH5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;1000;X7R;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A102K15X7RH5TAAR\A102K15X7RH5TAAR.pdf;None
A102K15X7RH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;1000;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RH5UAA\A102K15X7RH5UAA.pdf;None
A102K15X7RH5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;1000;X7R;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A102K15X7RH5UAAR\A102K15X7RH5UAAR.pdf;None
A102K15X7RK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;1000;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RK5TAA\A102K15X7RK5TAA.pdf;None
A102K15X7RK5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;1000;X7R;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A102K15X7RK5TAAR\A102K15X7RK5TAAR.pdf;None
A102K15X7RK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;1000;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RK5UAA\A102K15X7RK5UAA.pdf;None
A102K15X7RK5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;1000;X7R;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A102K15X7RK5UAAR\A102K15X7RK5UAAR.pdf;None
A102K15X7RL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;1000;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RL5TAA\A102K15X7RL5TAA.pdf;None
A102K15X7RL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;1000;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K15X7RL5UAA\A102K15X7RL5UAA.pdf;None
A102K20C0GH5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K20C0GH5TAA\A102K20C0GH5TAA.pdf;None
A102K20C0GH5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K20C0GH5UAA\A102K20C0GH5UAA.pdf;None
A102K20C0GK5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K20C0GK5TAA\A102K20C0GK5TAA.pdf;None
A102K20C0GK5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K20C0GK5UAA\A102K20C0GK5UAA.pdf;None
A102K20C0GL5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;1000;C0G;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102K20C0GL5TAA\A102K20C0GL5TAA.pdf;None
A102K20C0GL5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;1000;C0G;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102K20C0GL5UAA\A102K20C0GL5UAA.pdf;None
A102M15X7RF5TAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;X7R;NA;Axial;Reel;image\capacitors\45164.png;Datasheet\capacitors\A102M15X7RF5TAA\A102M15X7RF5TAA.pdf;None
A102M15X7RF5TAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000;X7R;NA;Axial;Reel;image\capacitors\45231.png;Datasheet\capacitors\A102M15X7RF5TAAR\A102M15X7RF5TAAR.pdf;None
A102M15X7RF5UAA;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;1000;X7R;NA;Axial;Ammo;image\capacitors\45164.png;Datasheet\capacitors\A102M15X7RF5UAA\A102M15X7RF5UAA.pdf;None
A102M15X7RF5UAAR;Enlarge;Axial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;1000;X7R;NA;Axial;Ammo;image\capacitors\45231.png;Datasheet\capacitors\A102M15X7RF5UAAR\A102M15X7RF5UAAR.pdf;None
