Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
660R10ACD10;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;10000;1000;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R10ACD10\660R10ACD10.pdf;Datasheet\capacitors\660R10ACD10\660R10ACD10.zip
660R10ACD33;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;10000;3300;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R10ACD33\660R10ACD33.pdf;Datasheet\capacitors\660R10ACD33\660R10ACD33.zip
660R10AED15;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;10000;1500;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R10AED15\660R10AED15.pdf;Datasheet\capacitors\660R10AED15\660R10AED15.zip
660R10AES10;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;10000;10000;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R10AES10\660R10AES10.pdf;Datasheet\capacitors\660R10AES10\660R10AES10.zip
660R15ACD22;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;15000;2200;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R15ACD22\660R15ACD22.pdf;Datasheet\capacitors\660R15ACD22\660R15ACD22.zip
660R15ACT47;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;15000;470;X5R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R15ACT47\660R15ACT47.pdf;Datasheet\capacitors\660R15ACT47\660R15ACT47.zip
660R15ACT68;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;15000;680;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R15ACT68\660R15ACT68.pdf;Datasheet\capacitors\660R15ACT68\660R15ACT68.zip
660R15AED15;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;15000;1500;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R15AED15\660R15AED15.pdf;Datasheet\capacitors\660R15AED15\660R15AED15.zip
660R15AZD15;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;15000;1500;N4700;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R15AZD15\660R15AZD15.pdf;Datasheet\capacitors\660R15AZD15\660R15AZD15.zip
660R20ACD10;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;1000;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20ACD10\660R20ACD10.pdf;Datasheet\capacitors\660R20ACD10\660R20ACD10.zip
660R20ACD25;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;2500;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20ACD25\660R20ACD25.pdf;Datasheet\capacitors\660R20ACD25\660R20ACD25.zip
660R20ACD27;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;2700;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20ACD27\660R20ACD27.pdf;Datasheet\capacitors\660R20ACD27\660R20ACD27.zip
660R20ACT10;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;100;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20ACT10\660R20ACT10.pdf;Datasheet\capacitors\660R20ACT10\660R20ACT10.zip
660R20ACT22;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;220;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20ACT22\660R20ACT22.pdf;Datasheet\capacitors\660R20ACT22\660R20ACT22.zip
660R20ACT47;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;470;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20ACT47\660R20ACT47.pdf;Datasheet\capacitors\660R20ACT47\660R20ACT47.zip
660R20AED33;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;3300;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20AED33\660R20AED33.pdf;Datasheet\capacitors\660R20AED33\660R20AED33.zip
660R20AED50;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;5000;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20AED50\660R20AED50.pdf;Datasheet\capacitors\660R20AED50\660R20AED50.zip
660R20AZD10;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;1000;N4700;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20AZD10\660R20AZD10.pdf;Datasheet\capacitors\660R20AZD10\660R20AZD10.zip
660R20AZT22;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;20000;220;N4700;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R20AZT22\660R20AZT22.pdf;Datasheet\capacitors\660R20AZT22\660R20AZT22.zip
660R30ACD10;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;1000;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30ACD10\660R30ACD10.pdf;Datasheet\capacitors\660R30ACD10\660R30ACD10.zip
660R30ACT22;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;220;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30ACT22\660R30ACT22.pdf;Datasheet\capacitors\660R30ACT22\660R30ACT22.zip
660R30ACT47;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;470;X7R;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30ACT47\660R30ACT47.pdf;Datasheet\capacitors\660R30ACT47\660R30ACT47.zip
660R30AED12;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;1200;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AED12\660R30AED12.pdf;Datasheet\capacitors\660R30AED12\660R30AED12.zip
660R30AED22;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;2200;Y5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AED22\660R30AED22.pdf;Datasheet\capacitors\660R30AED22\660R30AED22.zip
660R30AED30;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;3000;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AED30\660R30AED30.pdf;Datasheet\capacitors\660R30AED30\660R30AED30.zip
660R30AED33;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;3300;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AED33\660R30AED33.pdf;Datasheet\capacitors\660R30AED33\660R30AED33.zip
660R30AET47;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;470;Z5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AET47\660R30AET47.pdf;Datasheet\capacitors\660R30AET47\660R30AET47.zip
660R30AET68;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;680;Y5U;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AET68\660R30AET68.pdf;Datasheet\capacitors\660R30AET68\660R30AET68.zip
660R30AZT18;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;180;N4700;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AZT18\660R30AZT18.pdf;Datasheet\capacitors\660R30AZT18\660R30AZT18.zip
660R30AZT47;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;470;N4700;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AZT47\660R30AZT47.pdf;Datasheet\capacitors\660R30AZT47\660R30AZT47.zip
660R30AZT68;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;680;N4700;NA;NA;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AZT68\660R30AZT68.pdf;Datasheet\capacitors\660R30AZT68\660R30AZT68.zip
715C10DKS10;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;10000 (3500 RMS);10000;Y5U;NA;NA;Individual;image\capacitors\22168.png;Datasheet\capacitors\715C10DKS10\715C10DKS10.pdf;Datasheet\capacitors\715C10DKS10\715C10DKS10.zip
715C10DKS20;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;10000 (3500 RMS);20000;Y5U;NA;NA;Individual;image\capacitors\22168.png;Datasheet\capacitors\715C10DKS20\715C10DKS20.pdf;Datasheet\capacitors\715C10DKS20\715C10DKS20.zip
715C10KTD10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);1000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD10\715C10KTD10.pdf;Datasheet\capacitors\715C10KTD10\715C10KTD10.zip
715C10KTD10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);1000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD10M4\715C10KTD10M4.pdf;Datasheet\capacitors\715C10KTD10M4\715C10KTD10M4.zip
715C10KTD12;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);1200;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD12\715C10KTD12.pdf;Datasheet\capacitors\715C10KTD12\715C10KTD12.zip
715C10KTD12M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);1200;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD12M4\715C10KTD12M4.pdf;Datasheet\capacitors\715C10KTD12M4\715C10KTD12M4.zip
715C10KTD18;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);1800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD18\715C10KTD18.pdf;Datasheet\capacitors\715C10KTD18\715C10KTD18.zip
715C10KTD18M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);1800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD18M4\715C10KTD18M4.pdf;Datasheet\capacitors\715C10KTD18M4\715C10KTD18M4.zip
715C10KTD22;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2200;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD22\715C10KTD22.pdf;Datasheet\capacitors\715C10KTD22\715C10KTD22.zip
715C10KTD22M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2200;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD22M4\715C10KTD22M4.pdf;Datasheet\capacitors\715C10KTD22M4\715C10KTD22M4.zip
715C10KTD22M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2200;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD22M5\715C10KTD22M5.pdf;Datasheet\capacitors\715C10KTD22M5\715C10KTD22M5.zip
715C10KTD28;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD28\715C10KTD28.pdf;Datasheet\capacitors\715C10KTD28\715C10KTD28.zip
715C10KTD28M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD28M4\715C10KTD28M4.pdf;Datasheet\capacitors\715C10KTD28M4\715C10KTD28M4.zip
715C10KTD28M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);2800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD28M5\715C10KTD28M5.pdf;Datasheet\capacitors\715C10KTD28M5\715C10KTD28M5.zip
715C10KTD39;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);3900;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD39\715C10KTD39.pdf;Datasheet\capacitors\715C10KTD39\715C10KTD39.zip
715C10KTD39M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);3900;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD39M4\715C10KTD39M4.pdf;Datasheet\capacitors\715C10KTD39M4\715C10KTD39M4.zip
715C10KTD39M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);3900;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD39M5\715C10KTD39M5.pdf;Datasheet\capacitors\715C10KTD39M5\715C10KTD39M5.zip
715C10KTD50;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);5000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD50\715C10KTD50.pdf;Datasheet\capacitors\715C10KTD50\715C10KTD50.zip
715C10KTD50M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);5000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD50M4\715C10KTD50M4.pdf;Datasheet\capacitors\715C10KTD50M4\715C10KTD50M4.zip
715C10KTD50M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);5000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD50M5\715C10KTD50M5.pdf;Datasheet\capacitors\715C10KTD50M5\715C10KTD50M5.zip
715C10KTD68;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);6800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD68\715C10KTD68.pdf;Datasheet\capacitors\715C10KTD68\715C10KTD68.zip
715C10KTD68M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);6800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD68M4\715C10KTD68M4.pdf;Datasheet\capacitors\715C10KTD68M4\715C10KTD68M4.zip
715C10KTD68M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);6800;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD68M5\715C10KTD68M5.pdf;Datasheet\capacitors\715C10KTD68M5\715C10KTD68M5.zip
715C10KTD80;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);8000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD80\715C10KTD80.pdf;Datasheet\capacitors\715C10KTD80\715C10KTD80.zip
715C10KTD80M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);8000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD80M4\715C10KTD80M4.pdf;Datasheet\capacitors\715C10KTD80M4\715C10KTD80M4.zip
715C10KTD80M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);8000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTD80M5\715C10KTD80M5.pdf;Datasheet\capacitors\715C10KTD80M5\715C10KTD80M5.zip
715C10KTT56;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);560;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTT56\715C10KTT56.pdf;Datasheet\capacitors\715C10KTT56\715C10KTT56.zip
715C10KTT56M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);560;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTT56M4\715C10KTT56M4.pdf;Datasheet\capacitors\715C10KTT56M4\715C10KTT56M4.zip
715C10KTT68;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);680;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTT68\715C10KTT68.pdf;Datasheet\capacitors\715C10KTT68\715C10KTT68.zip
715C10KTT68M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);680;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTT68M4\715C10KTT68M4.pdf;Datasheet\capacitors\715C10KTT68M4\715C10KTT68M4.zip
715C10KTT82;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);820;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTT82\715C10KTT82.pdf;Datasheet\capacitors\715C10KTT82\715C10KTT82.zip
715C10KTT82M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;10000 (7000 RMS);820;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C10KTT82M4\715C10KTT82M4.pdf;Datasheet\capacitors\715C10KTT82M4\715C10KTT82M4.zip
715C15DKD15;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);1500;Y5U;NA;NA;Individual;image\capacitors\22168.png;Datasheet\capacitors\715C15DKD15\715C15DKD15.pdf;Datasheet\capacitors\715C15DKD15\715C15DKD15.zip
715C15DKD20;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);2000;Y5U;NA;NA;Individual;image\capacitors\22168.png;Datasheet\capacitors\715C15DKD20\715C15DKD20.pdf;Datasheet\capacitors\715C15DKD20\715C15DKD20.zip
715C15DKD33;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);3300;Y5U;NA;NA;Individual;image\capacitors\22168.png;Datasheet\capacitors\715C15DKD33\715C15DKD33.pdf;Datasheet\capacitors\715C15DKD33\715C15DKD33.zip
715C15DKD47;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);4700;Y5U;NA;NA;Individual;image\capacitors\22168.png;Datasheet\capacitors\715C15DKD47\715C15DKD47.pdf;Datasheet\capacitors\715C15DKD47\715C15DKD47.zip
715C15DKS10;Enlarge;High Voltage Class 2 Ceramic DC Disc Capacitors, 10 kVDC to 40 kVDC / 3.5 kVAC to 14 kVAC, Screw Terminal Mounting;15000 (5300 RMS);10000;Y5U;NA;NA;Individual;image\capacitors\22168.png;Datasheet\capacitors\715C15DKS10\715C15DKS10.pdf;Datasheet\capacitors\715C15DKS10\715C15DKS10.zip
715C15KTD10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD10\715C15KTD10.pdf;Datasheet\capacitors\715C15KTD10\715C15KTD10.zip
715C15KTD10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1000;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD10M4\715C15KTD10M4.pdf;Datasheet\capacitors\715C15KTD10M4\715C15KTD10M4.zip
715C15KTD11;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1100;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD11\715C15KTD11.pdf;Datasheet\capacitors\715C15KTD11\715C15KTD11.zip
715C15KTD11M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1100;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD11M4\715C15KTD11M4.pdf;Datasheet\capacitors\715C15KTD11M4\715C15KTD11M4.zip
715C15KTD15;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1500;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD15\715C15KTD15.pdf;Datasheet\capacitors\715C15KTD15\715C15KTD15.zip
715C15KTD15M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1500;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD15M4\715C15KTD15M4.pdf;Datasheet\capacitors\715C15KTD15M4\715C15KTD15M4.zip
715C15KTD19;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1900;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD19\715C15KTD19.pdf;Datasheet\capacitors\715C15KTD19\715C15KTD19.zip
715C15KTD19M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1900;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD19M4\715C15KTD19M4.pdf;Datasheet\capacitors\715C15KTD19M4\715C15KTD19M4.zip
715C15KTD19M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);1900;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD19M5\715C15KTD19M5.pdf;Datasheet\capacitors\715C15KTD19M5\715C15KTD19M5.zip
715C15KTD27;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);2700;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD27\715C15KTD27.pdf;Datasheet\capacitors\715C15KTD27\715C15KTD27.zip
715C15KTD27M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;15000 (10000 RMS);2700;N4700;NA;NA;Individual;image\capacitors\22210.png;Datasheet\capacitors\715C15KTD27M4\715C15KTD27M4.pdf;Datasheet\capacitors\715C15KTD27M4\715C15KTD27M4.zip
