Series;Product Image;IO(A);TC(°C);VRRM(V);VRSM(V);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VFMat ITMat25 °C(V);TJ(°C);RthJCperJunction(°C/W);Package;CircuitConfiguration;Image path;Datasheet part;3d model part
VS-SA61BA60;Enlarge;61.0;57.0;600;700;300;310;1.33 at 30;150;1.2;SOT-227;Single phase bridge;image/modules\94688.png;Datasheet\modules\VS-SA61BA60\VS-SA61BA60.pdf;
