Series;Type(V);Display Format;Outline Dimensions(W x H mm);Effective Viewing Area(W x H mm);Character Size(W x H mm);Dot Size(W x H mm);Dot Pitch(W x H mm);Driving Method (Duty);Built-In Controller;Process Color TN;Process Color STN Gray;Process Color STN Yellow;Process Color STN Blue;Process Color STN Color;BL None;BL LED;BL EL;BL CCFL;Image path;Datasheet part;3d model part
LCD-016N002S;Character;16 x 2 characters;59.0 x 29.3;52.0 x 15.0;2.45 x 4.67;0.45 x 0.54;0.50 x 0.59;1/16;ST 7066 (or equivalent);x;x;x;x;;x;x;x;;37303;Datasheet/displays/LCD-016N002S\LCD-016N002S.pdf;
