Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;120 µF;20.0;240.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;6.3;230.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;180 µF;16.0;230.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;35.0;380.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;10.0;230.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;20.0;240.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;390 µF;6.3;230.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;50.0;490.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;16.0;220.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;35.0;380.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;10.0;230.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;25.0;350.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;680 µF;6.3;190.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;16.0;210.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;35.0;350.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
T96;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;470 µF;10.0;220.0;7.5 x 6.2 x 4.3 (R);image/capacitors\40118.png;Datasheet\capacitors\T96\T96.pdf;
