Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
LS4148, LS4448;Enlarge;QuadroMELF (SOD-80);100.0;25 at 20;1 at 50;8.0;Single;No;image/diodes/85561.png;Datasheet/diodes/switching/LS4148, LS4448/LS4148, LS4448.pdf;
LS4148, LS4448;Enlarge;QuadroMELF (SOD-80);100.0;25 at 20;0.720 at 5;8.0;Single;No;image/diodes/85561.png;Datasheet/diodes/switching/LS4148, LS4448/LS4148, LS4448.pdf;
