Part Number;Product Image;Package;Output;Load voltage (max.)(V);Load current (max.)(mA);I Fon (max.)(mA);R ON (max.)(Ω);R OFF (typ.)(GΩ);Turn-on time max.(ms);Turn-off time max.(ms);VISOmax.VRMS(V);Safety Standard;Image path;Datasheet part;3d model part
LH1540AAB, LH1540AABTR, LH1540AT;Enlarge;SMD-6, DIP-6;1 Form A;350.0;250.0;2.0;27.0;5000.0;2.0;2.0;5300;UL, cUL, VDE, FIMKO;image/solid-state-relays/83833.png;Datasheet\/solid-state-relays/LH1540AAB, LH1540AABTR, LH1540AT\LH1540AAB, LH1540AABTR, LH1540AT.pdf;Datasheet\/solid-state-relays/LH1540AAB, LH1540AABTR, LH1540AT\LH1540AAB, LH1540AABTR, LH1540AT.zip
