Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-QA250FA20;Enlarge;250;106;200.0;900;1.0 at 125;-55 to +175;0.44;SOT-227;Two separate diodes, parallel pin-out;Isolated;image\modules\95876.png;Datasheet\modules\VS-QA250FA20\VS-QA250FA20.pdf;
