Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
BPV22F;Enlarge;Silicon PIN Photodiode;leaded;Side view;4.5 x 5 x 6;950;870 to 1050;80;60;7.5;image/photo-detectors\81508.png;Datasheet\photo-detectors\BPV22F\BPV22F.pdf;
