Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
SD101AWS, SD101BWS, SD101CWS;Enlarge;Small Signal Schottky Diodes;60.0;30.0;1000 at 15;Yes;SOD-323;Single;image/diodes/85680.png;Datasheet/diodes/ss-schottky/SD101AWS, SD101BWS, SD101CWS/SD101AWS, SD101BWS, SD101CWS.pdf;Datasheet/diodes/ss-schottky/SD101AWS, SD101BWS, SD101CWS/SD101AWS, SD101BWS, SD101CWS.zip
SD101AWS, SD101BWS, SD101CWS;Enlarge;Small Signal Schottky Diodes;50.0;30.0;1000 at 15;Yes;SOD-323;Single;image/diodes/85680.png;Datasheet/diodes/ss-schottky/SD101AWS, SD101BWS, SD101CWS/SD101AWS, SD101BWS, SD101CWS.pdf;Datasheet/diodes/ss-schottky/SD101AWS, SD101BWS, SD101CWS/SD101AWS, SD101BWS, SD101CWS.zip
SD101AWS, SD101BWS, SD101CWS;Enlarge;Small Signal Schottky Diodes;40.0;30.0;1000 at 15;Yes;SOD-323;Single;image/diodes/85680.png;Datasheet/diodes/ss-schottky/SD101AWS, SD101BWS, SD101CWS/SD101AWS, SD101BWS, SD101CWS.pdf;Datasheet/diodes/ss-schottky/SD101AWS, SD101BWS, SD101CWS/SD101AWS, SD101BWS, SD101CWS.zip
