Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
MOC8101, MOC8102, MOC8103, MOC8104;Enlarge;DIP-6;30;50;256.0;10;3.0, 2.3;-55 to +100;4420;UL, cUL, VDE, BSI, CQC, CQC;image/optocouplers\83660.png;Datasheet\optocouplers\MOC8101, MOC8102, MOC8103, MOC8104\MOC8101, MOC8102, MOC8103, MOC8104.pdf;
MOC8101, MOC8102, MOC8103, MOC8104;Enlarge;DIP-6, 400 mil;30;50;256.0;10;3.0, 2.3;-55 to +100;4420;UL, cUL, VDE, BSI, CQC, CQC;image/optocouplers\83660.png;Datasheet\optocouplers\MOC8101, MOC8102, MOC8103, MOC8104\MOC8101, MOC8102, MOC8103, MOC8104.pdf;
MOC8101, MOC8102, MOC8103, MOC8104;Enlarge;SMD-6;30;50;256.0;10;3.0, 2.3;-55 to +100;4420;UL, cUL, VDE, BSI, CQC, CQC;image/optocouplers\83660.png;Datasheet\optocouplers\MOC8101, MOC8102, MOC8103, MOC8104\MOC8101, MOC8102, MOC8103, MOC8104.pdf;
