Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Output Min. (kvar);Output Max. (kvar);Frequency Min. (Hz);Frequency Max. (Hz);Image path;Datasheet part;3d model part
Phao... Line Frequency Capacitors;Enlarge;Capacitors, induction heating;All-film polypropylene / aluminum foil;Line frequency capacitors, indoor;850;3000;25;800;50;60;image\capacitors\13055.png;Datasheet\capacitors\Phao... Line Frequency Capacitors\Phao... Line Frequency Capacitors.pdf;Datasheet\capacitors\Phao... Line Frequency Capacitors\Phao... Line Frequency Capacitors.zip
