Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
STH;Enlarge;Tantalum, Wet;Through Hole;Axial;560 µF;125.0;700.0;;image/capacitors\40276.png;Datasheet\capacitors\STH\STH.pdf;Datasheet\capacitors\STH\STH.zip
STH;Enlarge;Tantalum, Wet;Through Hole;Axial;1.2 mF;75.0;500.0;;image/capacitors\40276.png;Datasheet\capacitors\STH\STH.pdf;Datasheet\capacitors\STH\STH.zip
STH;Enlarge;Tantalum, Wet;Through Hole;Axial;1.5 mF;75.0;500.0;;image/capacitors\40276.png;Datasheet\capacitors\STH\STH.pdf;Datasheet\capacitors\STH\STH.zip
STH;Enlarge;Tantalum, Wet;Through Hole;Axial;750 µF;100.0;700.0;;image/capacitors\40276.png;Datasheet\capacitors\STH\STH.pdf;Datasheet\capacitors\STH\STH.zip
STH;Enlarge;Tantalum, Wet;Through Hole;Axial;880 µF;100.0;600.0;;image/capacitors\40276.png;Datasheet\capacitors\STH\STH.pdf;Datasheet\capacitors\STH\STH.zip
STH;Enlarge;Tantalum, Wet;Through Hole;Axial;470 µF;125.0;1000.0;;image/capacitors\40276.png;Datasheet\capacitors\STH\STH.pdf;Datasheet\capacitors\STH\STH.zip
STH;Enlarge;Tantalum, Wet;Through Hole;Axial;47 µF;60.0;2000.0;;image/capacitors\40276.png;Datasheet\capacitors\STH\STH.pdf;Datasheet\capacitors\STH\STH.zip
