Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
S151K33Y5PR65K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;150.0;Y5P;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S151K33Y5PR65K7R\S151K33Y5PR65K7R.pdf;
