Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.8 µF;250.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;60 µF;50.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.5 µF;200.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;23.5 µF;125.0;;60.43 x 12.14 (F);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;34 µF;25.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;5 µF;100.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;13 µF;300.0;;76.20 x 9.78 (D);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;235 µF;50.0;;60.43 x 12.14 (F);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;3.4 µF;250.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;2.3 µF;200.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;28 µF;125.0;;77.72 x 12.14 (G);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;135 µF;25.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;11 µF;100.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;340 µF;50.0;;77.72 x 12.14 (G);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;13 µF;250.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;11 µF;200.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;8.3 µF;150.0;;49.53 x 12.14 (E);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;58 µF;30.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;100.0;;60.43 x 12.14 (F);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;14 µF;300.0;;88.90 x 12.14 (H);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;11 µF;75.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;23 µF;250.0;;60.43 x 12.14 (F);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;21 µF;200.0;;60.43 x 12.14 (F);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.2 µF;200.0;;49.53 x 12.14 (E);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;235 µF;30.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.8 µF;125.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;410 µF;6.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;41 µF;75.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;41 µF;250.0;;77.72 x 12.14 (G);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;43 µF;200.0;;77.72 x 12.14 (G);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.7 µF;250.0;;49.53 x 12.14 (E);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;34 µF;50.0;;46.99 x 9.78 (A);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;55 µF;150.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;7 µF;125.0;;57.15 x 9.78 (B);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;410 µF;15.0;;60.43 x 12.14 (F);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;55 µF;75.0;;77.72 x 12.14 (G);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
285D;Enlarge;Tantalum, Wet;Through Hole;Axial;1 µF;300.0;;68.58 x 9.78 (C);image/capacitors\40028.png;Datasheet\capacitors\285D\285D.pdf;
