Part Number;Product Image;Package;Reverse WorkingVoltage(V);Capacitance(pF);LeakageCurrent(µA);Peak Pulse Current8/20 µs (*10/1000 µs)acc. IEC 61000-4-5(A);Peak PulsePower 8/20 µsacc. IEC 61000-4-5(W);ProtectableLines;ESD Immunityacc. IEC 61000-4-2(kV);Max. OperatingJunction Temperature(°C);AEC-Q101Qualified;Image path;Datasheet part;3d model part
VCUT05B1-DD1;Enlarge;LLP1006-2M;5.5;10.0;0.1;3.0;38;1;± 30;145;No;image/diodes\81149.png;Datasheet\diodes\VCUT05B1-DD1\VCUT05B1-DD1.pdf;Datasheet\diodes\VCUT05B1-DD1\VCUT05B1-DD1.zip
