Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-ETH1506FP-M3;Enlarge;600;15;1.25;160.0;21;175.0;TO-220 FullPAK 2L;Single;No;image/diodes\93522.png;Datasheet\diodes\VS-ETH1506FP-M3\VS-ETH1506FP-M3.pdf;
