Series;Type(V);Display Format;Outline Dimensions(W x H mm);Effective Viewing Area(W x H mm);Character Size(W x H mm);Dot Size(W x H mm);Dot Pitch(W x H mm);Driving Method (Duty);Built-In Controller;Process Color TN;Process Color STN Gray;Process Color STN Yellow;Process Color STN Blue;Process Color STN Color;BL None;BL LED;BL EL;BL CCFL;Image path;Datasheet part;3d model part
LCD-016N001A-NFG-ET;Character;16 x 1 characters;80.0 x 36.0 x 9.7;66.0 x 16.0;3.07 x 6.56;0.55 x 0.75;0.63 x 0.83;1/16;ST 7066 or equivalent;;;;;;;;;;37411;Datasheet/displays/LCD-016N001A-NFG-ET\LCD-016N001A-NFG-ET.pdf;
