Part Number;Configuration;SingleSupplyMin.;SingleSupplyMax.;DualSupplyMin.;DualSupplyMax.;On-Resistance(Ω);Is(off)Max.;tonMax.;QINJTyp.;XTALK&OIRR;Package;CS(on)(pF);CS(off)(pF);-3 dBBandwidth(MHz);Image path;Datasheet part;3d model part
DG412HS;SPST x 4, NO;13.0;44.0;7.0;22.0;35.0;5.0;105.0;22.0;-90.0;Plastic DIP-16;;;;72053;Datasheet/analog-switches/DG412HS/DG412HS.pdf;
DG412HS;SPST x 4, NO;13.0;44.0;7.0;22.0;35.0;5.0;105.0;22.0;-90.0;SO-16 (Narrow) AS;;;;72053;Datasheet/analog-switches/DG412HS/DG412HS.pdf;
DG412HS;SPST x 4, NO;13.0;44.0;7.0;22.0;35.0;5.0;105.0;22.0;-90.0;QFN-16 4x4;;;;72053;Datasheet/analog-switches/DG412HS/DG412HS.pdf;
