Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
P12;Enlarge;Fully Sealed Container Cermet Potentiometer Professional Grade;No;;;"A: linear, L: logarithmic,
F: reverse logarithmic";IP 67;25K cycles;image/potentiometers/51033.png;Datasheet\/potentiometers/P12\P12.pdf;
