Part Number;Product Image;Package (JEDEC®) Code;VRWM(V);IRat VRWM(µA);VBRat IR= 1 mA(V);f3dBCut-off Frequency(MHz);R8Line Resistance( Ω);"CINat VR= 0 V; VAC< 100 mV; f = 1 MHz(pF)";ESD Immunity acc. IEC 61000-4-2(kV);Number of Protected Lines;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VEMI85AC-HGK;Enlarge;LLP3313-17L;5;1;6;240;100;20;± 10;8;No;image/diodes/81674.png;Datasheet/diodes/emi-filter/VEMI85AC-HGK/VEMI85AC-HGK.pdf;Datasheet/diodes/emi-filter/VEMI85AC-HGK/VEMI85AC-HGK.zip
