Series;Product Image;Type;Technology;Description;Mounting;Case Size;Working Voltage(V);Capacitance (min.);Capacitance (max.);Image path;Datasheet part;3d model part
CBA;Enlarge;Capacitors, Fixed;Thin Film;Thin Film Binary MOS Capacitors;Wire Bondable;203;100.0;0.25 pF;8 pF;image/capacitors\61041.png;Datasheet\capacitors\CBA\CBA.pdf;
