Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
BAS16D;Enlarge;SOD-123;100.0;50 at 75;1.25 at 150;6.0;Single;Yes;image/diodes/86368.png;Datasheet/diodes/switching/BAS16D/BAS16D.pdf;Datasheet/diodes/switching/BAS16D/BAS16D.zip
