Series;Product Image;Type;Description;Technology;Resistance (min)(Ω);Resistance (max)(Ω);TCR Absolute(ppm/°C);TCR Tracking(ppm/°C);Absolute Tolerance(%);Ratio Tolerance(%);Power(W);Package Type;Case (EIA & Mil);Image path;Datasheet part;3d model part
FP200, FP201, FP202;Enlarge;Resistor Networks;Hermetic Flat Pack Thin Film Resistor, Surface Mount Network;Thin Film;10;1 M;10.0;5.0;0.05;0.01;0.1;Hermetic;;image/networks-and-arrays/61073.png;Datasheet\/networks-and-arrays/FP200, FP201, FP202\FP200, FP201, FP202.pdf;
