Series;Product Image;Order Code;Cap (µF);Voltage(V);Form;Case Size;Temp Max(°C);Useful Life;Style;Technology;Image path;Datasheet part;3d model part
036 RSP;Enlarge;MAL203638338E3;3.3;63.0;Radial;Ø5x11;+85 °C;3000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203690031E3;47.0;50.0;Radial;Ø8.2x11;+85 °C;3000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203638109E3;10.0;63.0;Radial;Ø5x11;+85 °C;3000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203635151E3;150.0;16.0;Radial;Ø8.2x11;+85 °C;3000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203635339E3;33.0;16.0;Radial;Ø5x11;+85 °C;3000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203690011E3;47.0;50.0;Radial;Ø8.2x11;+85 °C;3000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203678109E3;10.0;63.0;Radial;Ø5x11;+85 °C;3000;"""Radial, Taped in Ammopack, Straight Leads""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203655151E3;150.0;16.0;Radial;Ø8.2x11;+85 °C;3000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203655339E3;33.0;16.0;Radial;Ø5x11;+85 °C;3000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
036 RSP;Enlarge;MAL203658479E3;47.0;63.0;Radial;Ø8.2x11;+85 °C;3000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors\28312.png;Datasheet\capacitors\036 RSP\036 RSP.pdf;
