Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-65APS16L-M3;Enlarge;1600;65;1.17;;;150;TO-247AD 3L;Single;;Yes;image/diodes\96107.png;Datasheet\diodes\VS-65APS16L-M3\VS-65APS16L-M3.pdf;
