Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSG1150-LM;Enlarge;7 mm;Green;Common anode;2800.0;;9000.0;10;2.4;image/displays\83124.png;Datasheet\displays\TDSG1150-LM\TDSG1150-LM.pdf;Datasheet\displays\TDSG1150-LM\TDSG1150-LM.zip
