Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
BPW76A;Enlarge;Silicon NPN Phototransistor, RoHS Compliant;leaded;TO-18;∅ 4.7;850;450 to 1080;400 to 800;40;;image/photo-detectors\81526.png;Datasheet\photo-detectors\BPW76A\BPW76A.pdf;
