Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-E5TX0812THN3;Enlarge;1200;8;2.1;60;27;175;TO-220AC 2L;Single;Yes;image/diodes\96739.png;Datasheet\diodes\VS-E5TX0812THN3\VS-E5TX0812THN3.pdf;None
VS-E5TX1206FP-N3;Enlarge;600;12;1.36;155;17;175;TO-220 FullPAK 2L;Single;No;image/diodes\96974.png;Datasheet\diodes\VS-E5TX1206FP-N3\VS-E5TX1206FP-N3.pdf;Datasheet\diodes\VS-E5TX1206FP-N3\VS-E5TX1206FP-N3.zip
VS-E5TX1506-M3;Enlarge;600;15;1.3;185;19;175;TO-220AC 2L;Single;No;image/diodes\96752.png;Datasheet\diodes\VS-E5TX1506-M3\VS-E5TX1506-M3.pdf;None
VS-E5TX1506FP-N3;Enlarge;600;15;1.3;205;19;175;TO-220 FullPAK 2L;Single;No;image/diodes\96969.png;Datasheet\diodes\VS-E5TX1506FP-N3\VS-E5TX1506FP-N3.pdf;Datasheet\diodes\VS-E5TX1506FP-N3\VS-E5TX1506FP-N3.zip
VS-E5TX1506S2L-M3;Enlarge;600;15;1.3;185;19;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97025.png;Datasheet\diodes\VS-E5TX1506S2L-M3\VS-E5TX1506S2L-M3.pdf;None
VS-E5TX1506S2LHM3;Enlarge;600;15;1.3;185;19;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96814.png;Datasheet\diodes\VS-E5TX1506S2LHM3\VS-E5TX1506S2LHM3.pdf;None
VS-E5TX1506THN3;Enlarge;600;15;1.3;185;19;175;TO-220AC 2L;Single;Yes;image/diodes\96826.png;Datasheet\diodes\VS-E5TX1506THN3\VS-E5TX1506THN3.pdf;None
VS-E5TX1512-M3;Enlarge;1200;15;2.1;110;29;175;TO-220AC 2L;Single;No;image/diodes\96608.png;Datasheet\diodes\VS-E5TX1512-M3\VS-E5TX1512-M3.pdf;None
VS-E5TX1512S2L-M3;Enlarge;1200;15;2.1;110;29;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97026.png;Datasheet\diodes\VS-E5TX1512S2L-M3\VS-E5TX1512S2L-M3.pdf;None
VS-E5TX1512S2LHM3;Enlarge;1200;15;2.1;110;29;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96812.png;Datasheet\diodes\VS-E5TX1512S2LHM3\VS-E5TX1512S2LHM3.pdf;None
VS-E5TX1512THN3;Enlarge;1200;15;2.1;110;29;175;TO-220AC 2L;Single;Yes;image/diodes\96741.png;Datasheet\diodes\VS-E5TX1512THN3\VS-E5TX1512THN3.pdf;None
VS-E5TX2106S2L-M3;Enlarge;600;20;1.40;185;19;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97027.png;Datasheet\diodes\VS-E5TX2106S2L-M3\VS-E5TX2106S2L-M3.pdf;None
VS-E5TX2106S2LHM3;Enlarge;600;20;1.40;185;19;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96914.png;Datasheet\diodes\VS-E5TX2106S2LHM3\VS-E5TX2106S2LHM3.pdf;None
VS-E5TX2112S2L-M3;Enlarge;1200;20;2.40;110;29;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97028.png;Datasheet\diodes\VS-E5TX2112S2L-M3\VS-E5TX2112S2L-M3.pdf;None
VS-E5TX2112S2LHM3;Enlarge;1200;20;2.40;110;29;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96936.png;Datasheet\diodes\VS-E5TX2112S2LHM3\VS-E5TX2112S2LHM3.pdf;None
VS-E5TX3006-M3;Enlarge;600;30;1.3;310;22;175;TO-220AC 2L;Single;No;image/diodes\96754.png;Datasheet\diodes\VS-E5TX3006-M3\VS-E5TX3006-M3.pdf;Datasheet\diodes\VS-E5TX3006-M3\VS-E5TX3006-M3.zip
VS-E5TX3006S2L-M3;Enlarge;600;30;1.3;310;22;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\97029.png;Datasheet\diodes\VS-E5TX3006S2L-M3\VS-E5TX3006S2L-M3.pdf;None
VS-E5TX3006S2LHM3;Enlarge;600;30;1.3;310;22;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96838.png;Datasheet\diodes\VS-E5TX3006S2LHM3\VS-E5TX3006S2LHM3.pdf;Datasheet\diodes\VS-E5TX3006S2LHM3\VS-E5TX3006S2LHM3.zip
VS-E5TX3006THN3;Enlarge;600;30;1.3;310;22;175;TO-220AC 2L;Single;Yes;image/diodes\96827.png;Datasheet\diodes\VS-E5TX3006THN3\VS-E5TX3006THN3.pdf;Datasheet\diodes\VS-E5TX3006THN3\VS-E5TX3006THN3.zip
VS-E5TX3012-M3;Enlarge;1200;30;2.1;190;26;175;TO-220AC 2L;Single;No;image/diodes\96612.png;Datasheet\diodes\VS-E5TX3012-M3\VS-E5TX3012-M3.pdf;None
VS-E5TX3012S2L-M3;Enlarge;1200;30;2.1;190;26;175;D2PAK 2L (TO-263AB 2L);Single;No;image/diodes\96999.png;Datasheet\diodes\VS-E5TX3012S2L-M3\VS-E5TX3012S2L-M3.pdf;Datasheet\diodes\VS-E5TX3012S2L-M3\VS-E5TX3012S2L-M3.zip
VS-E5TX3012S2LHM3;Enlarge;1200;30;2.1;190;26;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96813.png;Datasheet\diodes\VS-E5TX3012S2LHM3\VS-E5TX3012S2LHM3.pdf;None
VS-E5TX3012THN3;Enlarge;1200;30;2.1;190;26;175;TO-220AC 2L;Single;Yes;image/diodes\96743.png;Datasheet\diodes\VS-E5TX3012THN3\VS-E5TX3012THN3.pdf;None
VS-E7FX0112-M3;Enlarge;1200;1;1.45;14;50;175;SMF (DO-219AB);Single;No;image/diodes\97163.png;Datasheet\diodes\VS-E7FX0112-M3\VS-E7FX0112-M3.pdf;None
VS-E7FX0112HM3;Enlarge;1200;1;1.45;14;50;175;SMF (DO-219AB);Single;Yes;image/diodes\97081.png;Datasheet\diodes\VS-E7FX0112HM3\VS-E7FX0112HM3.pdf;Datasheet\diodes\VS-E7FX0112HM3\VS-E7FX0112HM3.zip
VS-E7FX0212-M3;Enlarge;1200;2;1.60;21;45;175;SMF (DO-219AB);Single;No;image/diodes\97162.png;Datasheet\diodes\VS-E7FX0212-M3\VS-E7FX0212-M3.pdf;Datasheet\diodes\VS-E7FX0212-M3\VS-E7FX0212-M3.zip
VS-E7FX0212HM3;Enlarge;1200;2;1.60;21;45;175;SMF (DO-219AB);Single;Yes;image/diodes\97115.png;Datasheet\diodes\VS-E7FX0212HM3\VS-E7FX0212HM3.pdf;None
VS-E7MH0112-M3;Enlarge;1200;1;1.10;21;75;175;SMA (DO-214AC);Single;No;image/diodes\96673.png;Datasheet\diodes\VS-E7MH0112-M3\VS-E7MH0112-M3.pdf;None
VS-E7MH0112HM3;Enlarge;1200;1;1.10;21;75;175;SMA (DO-214AC);Single;Yes;image/diodes\96892.png;Datasheet\diodes\VS-E7MH0112HM3\VS-E7MH0112HM3.pdf;None
VS-E7MX0112-M3;Enlarge;1200;1;1.33;21;45;175;SMA (DO-214AC);Single;No;image/diodes\97267.png;Datasheet\diodes\VS-E7MX0112-M3\VS-E7MX0112-M3.pdf;Datasheet\diodes\VS-E7MX0112-M3\VS-E7MX0112-M3.zip
VS-E7MX0112HM3;Enlarge;1200;1;1.33;21;45;175;SMA (DO-214AC);Single;Yes;image/diodes\97145.png;Datasheet\diodes\VS-E7MX0112HM3\VS-E7MX0112HM3.pdf;Datasheet\diodes\VS-E7MX0112HM3\VS-E7MX0112HM3.zip
VS-EBU15006-N4;Enlarge;600;150;1.08;1200;50;175;PowerTab®;Single;No;image/diodes\97196.png;Datasheet\diodes\VS-EBU15006-N4\VS-EBU15006-N4.pdf;Datasheet\diodes\VS-EBU15006-N4\VS-EBU15006-N4.zip
VS-EBU15006HN4;Enlarge;600;150;1.08;1200;50;175;PowerTab®;Single;Yes;image/diodes\97197.png;Datasheet\diodes\VS-EBU15006HN4\VS-EBU15006HN4.pdf;Datasheet\diodes\VS-EBU15006HN4\VS-EBU15006HN4.zip
VS-EBU8006HN4;Enlarge;600;80;1.53;750;46;175;PowerTab®;Single die;Yes;image/diodes\97207.png;Datasheet\diodes\VS-EBU8006HN4\VS-EBU8006HN4.pdf;Datasheet\diodes\VS-EBU8006HN4\VS-EBU8006HN4.zip
VS-EPH3006-N3;Enlarge;600;30;1.4;220;27;175;TO-247AC 2L;Single;No;image/diodes\93571.png;Datasheet\diodes\VS-EPH3006-N3\VS-EPH3006-N3.pdf;None
VS-EPH3006HN3;Enlarge;600;30;2.65;220;27;175;TO-247AC modified (2 pins);Single die;Yes;image/diodes\94867.png;Datasheet\diodes\VS-EPH3006HN3\VS-EPH3006HN3.pdf;None
VS-EPH3006L-N3;Enlarge;600;30;1.4;240;26;175;TO-247AD 2L;Single;No;image/diodes\95780.png;Datasheet\diodes\VS-EPH3006L-N3\VS-EPH3006L-N3.pdf;None
VS-EPH3006LHN3;Enlarge;600;30;1.4;240;26;175;TO-247AD 2L;Single;Yes;image/diodes\95781.png;Datasheet\diodes\VS-EPH3006LHN3\VS-EPH3006LHN3.pdf;None
VS-EPH3007L-N3;Enlarge;650;30;1.4;195;33;175;TO-247AD 2L;Single;No;image/diodes\96447.png;Datasheet\diodes\VS-EPH3007L-N3\VS-EPH3007L-N3.pdf;None
VS-EPH6007L-N3;Enlarge;650;60;1.4;520;65;175;TO-247AD 2L;Single;No;image/diodes\96451.png;Datasheet\diodes\VS-EPH6007L-N3\VS-EPH6007L-N3.pdf;None
VS-EPU3006-N3;Enlarge;600;30;1.15;220;30;175;TO-247AC 2L;Single;No;image/diodes\93570.png;Datasheet\diodes\VS-EPU3006-N3\VS-EPU3006-N3.pdf;None
VS-EPU3006HN3;Enlarge;600;30;1.15;220;30;175;TO-247AC modified (2 pins);Single die;Yes;image/diodes\94818.png;Datasheet\diodes\VS-EPU3006HN3\VS-EPU3006HN3.pdf;None
VS-EPU3006L-N3;Enlarge;600;30;1.15;250;30;175;TO-247AD 2L;Single die;No;image/diodes\95947.png;Datasheet\diodes\VS-EPU3006L-N3\VS-EPU3006L-N3.pdf;None
VS-EPU3006LHN3;Enlarge;600;30;1.15;250;30;175;TO-247AD 2L;Single die;Yes;image/diodes\95952.png;Datasheet\diodes\VS-EPU3006LHN3\VS-EPU3006LHN3.pdf;None
VS-EPU6006-N3;Enlarge;600;60;1.05;600;32;175;TO-247AC 2L;Single;No;image/diodes\94794.png;Datasheet\diodes\VS-EPU6006-N3\VS-EPU6006-N3.pdf;None
VS-EPU6006L-N3;Enlarge;600;60;1.05;600;32;175;TO-247AD 2L;Single die;No;image/diodes\95944.png;Datasheet\diodes\VS-EPU6006L-N3\VS-EPU6006L-N3.pdf;None
VS-EPU6006LHN3;Enlarge;600;60;1.05;600;32;175;TO-247AD 2L;Single;Yes;image/diodes\95957.png;Datasheet\diodes\VS-EPU6006LHN3\VS-EPU6006LHN3.pdf;None
VS-EPX3007L-N3;Enlarge;650;30;1.6;170;27;175;TO-247AD 2L;Single;No;image/diodes\96449.png;Datasheet\diodes\VS-EPX3007L-N3\VS-EPX3007L-N3.pdf;None
VS-EPX6007L-N3;Enlarge;650;60;1.6;500;40;175;TO-247AD 2L;Single;No;image/diodes\96452.png;Datasheet\diodes\VS-EPX6007L-N3\VS-EPX6007L-N3.pdf;None
VS-ETH0806-M3;Enlarge;600;8;1.3;80;16;175;TO-220AC 2L;Single;No;image/diodes\96629.png;Datasheet\diodes\VS-ETH0806-M3\VS-ETH0806-M3.pdf;None
VS-ETH0806FP-M3;Enlarge;600;8;1.3;80;16;175;TO-220 FullPAK 2L;Single;No;image/diodes\93515.png;Datasheet\diodes\VS-ETH0806FP-M3\VS-ETH0806FP-M3.pdf;None
VS-ETH1506-1-M3;Enlarge;600;15;1.25;160;21;175;TO-262AA;Single;No;image/diodes\96331.png;Datasheet\diodes\VS-ETH1506-1-M3\VS-ETH1506-1-M3.pdf;None
VS-ETH1506-1HM3;Enlarge;600;15;1.25;160;21;175;TO-262AA;Single;Yes;image/diodes\94482.png;Datasheet\diodes\VS-ETH1506-1HM3\VS-ETH1506-1HM3.pdf;None
VS-ETH1506-M3;Enlarge;600;15;1.25;160;21;175;TO-220AC 2L;Single;No;image/diodes\96630.png;Datasheet\diodes\VS-ETH1506-M3\VS-ETH1506-M3.pdf;None
VS-ETH1506FP-M3;Enlarge;600;15;1.25;160;21;175;TO-220 FullPAK 2L;Single;No;image/diodes\93522.png;Datasheet\diodes\VS-ETH1506FP-M3\VS-ETH1506FP-M3.pdf;None
VS-ETH1506S-M3;Enlarge;600;15;1.25;160;21;175;D2PAK (TO-263AB);Single;No;image/diodes\96331.png;Datasheet\diodes\VS-ETH1506S-M3\VS-ETH1506S-M3.pdf;None
VS-ETH1506SHM3;Enlarge;600;15;1.25;160;21;175;D2PAK (TO-263AB);Single;Yes;image/diodes\94482.png;Datasheet\diodes\VS-ETH1506SHM3\VS-ETH1506SHM3.pdf;None
VS-ETH3006-1-M3;Enlarge;600;30;1.4;180;27;175;TO-262AA;Single;No;image/diodes\96332.png;Datasheet\diodes\VS-ETH3006-1-M3\VS-ETH3006-1-M3.pdf;None
VS-ETH3006-1HM3;Enlarge;600;30;1.4;180;27;175;TO-262AA;Single;Yes;image/diodes\94425.png;Datasheet\diodes\VS-ETH3006-1HM3\VS-ETH3006-1HM3.pdf;None
VS-ETH3006-M3;Enlarge;600;30;1.4;180;27;175;TO-220AC 2L;Single;No;image/diodes\96631.png;Datasheet\diodes\VS-ETH3006-M3\VS-ETH3006-M3.pdf;None
VS-ETH3006FP-M3;Enlarge;600;30;1.4;180;27;175;TO-220 FullPAK 2L;Single;No;image/diodes\93523.png;Datasheet\diodes\VS-ETH3006FP-M3\VS-ETH3006FP-M3.pdf;None
VS-ETH3006S-M3;Enlarge;600;30;1.4;180;27;175;D2PAK (TO-263AB);Single;No;image/diodes\96332.png;Datasheet\diodes\VS-ETH3006S-M3\VS-ETH3006S-M3.pdf;None
VS-ETH3006SHM3;Enlarge;600;30;1.4;180;27;175;D2PAK (TO-263AB);Single;Yes;image/diodes\94425.png;Datasheet\diodes\VS-ETH3006SHM3\VS-ETH3006SHM3.pdf;None
VS-ETH3007-M3;Enlarge;650;30;1.4;210;33;175;TO-220AC 2L;Single;No;image/diodes\96063.png;Datasheet\diodes\VS-ETH3007-M3\VS-ETH3007-M3.pdf;None
VS-ETH3007THN3;Enlarge;650;30;1.4;210;33;175;TO-220AC 2L;Single;Yes;image/diodes\96064.png;Datasheet\diodes\VS-ETH3007THN3\VS-ETH3007THN3.pdf;None
VS-ETH3106FP-N3;Enlarge;600;30;1.40;280;22;175;TO-220 FullPAK 2L;Single;No;image/diodes\96786.png;Datasheet\diodes\VS-ETH3106FP-N3\VS-ETH3106FP-N3.pdf;Datasheet\diodes\VS-ETH3106FP-N3\VS-ETH3106FP-N3.zip
VS-ETL0806-M3;Enlarge;600;8;0.84;120;65;175;TO-220AC 2L;Single;No;image/diodes\96632.png;Datasheet\diodes\VS-ETL0806-M3\VS-ETL0806-M3.pdf;None
VS-ETL0806FP-M3;Enlarge;600;8;0.84;120;65;175;TO-220 FullPAK 2L;Single;No;image/diodes\93528.png;Datasheet\diodes\VS-ETL0806FP-M3\VS-ETL0806FP-M3.pdf;None
VS-ETL1506-1-M3;Enlarge;600;15;0.85;200;60;175;TO-262AA;Single;No;image/diodes\96333.png;Datasheet\diodes\VS-ETL1506-1-M3\VS-ETL1506-1-M3.pdf;Datasheet\diodes\VS-ETL1506-1-M3\VS-ETL1506-1-M3.zip
VS-ETL1506-1HM3;Enlarge;600;15;0.85;200;60;175;TO-262AA;Single;Yes;image/diodes\95868.png;Datasheet\diodes\VS-ETL1506-1HM3\VS-ETL1506-1HM3.pdf;Datasheet\diodes\VS-ETL1506-1HM3\VS-ETL1506-1HM3.zip
VS-ETL1506-M3;Enlarge;600;15;0.85;200;60;175;TO-220AC 2L;Single;No;image/diodes\96633.png;Datasheet\diodes\VS-ETL1506-M3\VS-ETL1506-M3.pdf;Datasheet\diodes\VS-ETL1506-M3\VS-ETL1506-M3.zip
VS-ETL1506FP-M3;Enlarge;600;15;0.85;200;60;175;TO-220 FullPAK 2L;Single;No;image/diodes\93531.png;Datasheet\diodes\VS-ETL1506FP-M3\VS-ETL1506FP-M3.pdf;None
VS-ETL1506S-M3;Enlarge;600;15;0.85;200;60;175;D2PAK (TO-263AB);Single;No;image/diodes\96333.png;Datasheet\diodes\VS-ETL1506S-M3\VS-ETL1506S-M3.pdf;Datasheet\diodes\VS-ETL1506S-M3\VS-ETL1506S-M3.zip
VS-ETL1506SHM3;Enlarge;600;15;0.85;200;60;175;D2PAK (TO-263AB);Single;Yes;image/diodes\95868.png;Datasheet\diodes\VS-ETL1506SHM3\VS-ETL1506SHM3.pdf;Datasheet\diodes\VS-ETL1506SHM3\VS-ETL1506SHM3.zip
VS-ETL3006S2LHM3;Enlarge;600;30;0.9;280;110;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96872.png;Datasheet\diodes\VS-ETL3006S2LHM3\VS-ETL3006S2LHM3.pdf;None
VS-ETU0805-M3;Enlarge;500;8;0.9;110;28;175;TO-220AC 2L;Single;No;image/diodes\96634.png;Datasheet\diodes\VS-ETU0805-M3\VS-ETU0805-M3.pdf;None
VS-ETU0805FP-M3;Enlarge;500;8;0.9;110;28;175;TO-220 FullPAK 2L;Single;No;image/diodes\94813.png;Datasheet\diodes\VS-ETU0805FP-M3\VS-ETU0805FP-M3.pdf;None
VS-ETU1506-1-M3;Enlarge;600;15;1.1;160;24;175;TO-262AA;Single;No;image/diodes\96334.png;Datasheet\diodes\VS-ETU1506-1-M3\VS-ETU1506-1-M3.pdf;None
VS-ETU1506-1HM3;Enlarge;600;15;1.1;160;24;175;TO-262AA;Single;Yes;image/diodes\95978.png;Datasheet\diodes\VS-ETU1506-1HM3\VS-ETU1506-1HM3.pdf;None
VS-ETU1506-M3;Enlarge;600;15;1.1;160;24;175;TO-220AC 2L;Single;No;image/diodes\96635.png;Datasheet\diodes\VS-ETU1506-M3\VS-ETU1506-M3.pdf;None
VS-ETU1506FP-M3;Enlarge;600;15;1.1;160;24;175;TO-220 FullPAK 2L;Single;No;image/diodes\93534.png;Datasheet\diodes\VS-ETU1506FP-M3\VS-ETU1506FP-M3.pdf;None
VS-ETU1506S-M3;Enlarge;600;15;1.1;160;24;175;D2PAK (TO-263AB);Single;No;image/diodes\96334.png;Datasheet\diodes\VS-ETU1506S-M3\VS-ETU1506S-M3.pdf;None
VS-ETU1506S2LHM3;Enlarge;600;15;1.1;160;24;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96850.png;Datasheet\diodes\VS-ETU1506S2LHM3\VS-ETU1506S2LHM3.pdf;None
VS-ETU1506SHM3;Enlarge;600;15;1.1;160;24;175;D2PAK (TO-263AB);Single;Yes;image/diodes\95978.png;Datasheet\diodes\VS-ETU1506SHM3\VS-ETU1506SHM3.pdf;None
VS-ETU2006S2LHM3;Enlarge;600;20;1.2;180;see datasheet;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96788.png;Datasheet\diodes\VS-ETU2006S2LHM3\VS-ETU2006S2LHM3.pdf;None
VS-ETU3006-1-M3;Enlarge;600;30;1.15;200;30;175;TO-262AA;Single;No;image/diodes\96340.png;Datasheet\diodes\VS-ETU3006-1-M3\VS-ETU3006-1-M3.pdf;None
VS-ETU3006-1HM3;Enlarge;600;30;1.15;200;30;175;TO-262AA;Single;Yes;image/diodes\94702.png;Datasheet\diodes\VS-ETU3006-1HM3\VS-ETU3006-1HM3.pdf;None
VS-ETU3006-M3;Enlarge;600;30;1.15;200;30;175;TO-220AC 2L;Single;No;image/diodes\96636.png;Datasheet\diodes\VS-ETU3006-M3\VS-ETU3006-M3.pdf;None
VS-ETU3006FP-M3;Enlarge;600;30;1.15;200;30;175;TO-220 FullPAK 2L;Single;No;image/diodes\93538.png;Datasheet\diodes\VS-ETU3006FP-M3\VS-ETU3006FP-M3.pdf;None
VS-ETU3006S-M3;Enlarge;600;30;1.15;200;30;175;D2PAK (TO-263AB);Single;No;image/diodes\96340.png;Datasheet\diodes\VS-ETU3006S-M3\VS-ETU3006S-M3.pdf;None
VS-ETU3006S2LHM3;Enlarge;600;30;1.15;200;30;175;D2PAK 2L (TO-263AB 2L);Single;Yes;image/diodes\96851.png;Datasheet\diodes\VS-ETU3006S2LHM3\VS-ETU3006S2LHM3.pdf;None
VS-ETU3006SHM3;Enlarge;600;30;1.15;200;30;175;D2PAK (TO-263AB);Single;Yes;image/diodes\94702.png;Datasheet\diodes\VS-ETU3006SHM3\VS-ETU3006SHM3.pdf;None
VS-ETX0806-M3;Enlarge;600;8;1.5;80;14;175;TO-220AC 2L;Single;No;image/diodes\96637.png;Datasheet\diodes\VS-ETX0806-M3\VS-ETX0806-M3.pdf;None
VS-ETX0806FP-M3;Enlarge;600;8;1.5;80;14;175;TO-220 FullPAK 2L;Single;No;image/diodes\93546.png;Datasheet\diodes\VS-ETX0806FP-M3\VS-ETX0806FP-M3.pdf;None
VS-ETX1506-1-M3;Enlarge;600;15;1.55;120;18;175;TO-262AA;Single;No;image/diodes\96341.png;Datasheet\diodes\VS-ETX1506-1-M3\VS-ETX1506-1-M3.pdf;None
VS-ETX1506-M3;Enlarge;600;15;1.55;120;18;175;TO-220AC 2L;Single;No;image/diodes\96638.png;Datasheet\diodes\VS-ETX1506-M3\VS-ETX1506-M3.pdf;None
VS-ETX1506FP-M3;Enlarge;600;15;1.55;120;18;175;TO-220 FullPAK 2L;Single;No;image/diodes\93549.png;Datasheet\diodes\VS-ETX1506FP-M3\VS-ETX1506FP-M3.pdf;None
VS-ETX1506S-M3;Enlarge;600;15;1.55;120;18;175;D2PAK (TO-263AB);Single;No;image/diodes\96341.png;Datasheet\diodes\VS-ETX1506S-M3\VS-ETX1506S-M3.pdf;None
VS-ETX3007-M3;Enlarge;650;30;1.6;210;27;175;TO-220AC 2L;Single;No;image/diodes\96065.png;Datasheet\diodes\VS-ETX3007-M3\VS-ETX3007-M3.pdf;None
VS-ETX3007THN3;Enlarge;650;30;1.6;210;27;175;TO-220AC 2L;Single;Yes;image/diodes\96066.png;Datasheet\diodes\VS-ETX3007THN3\VS-ETX3007THN3.pdf;None
VS-HFA04SD60S-M3;Enlarge;600;4;1.4;25;17;150;DPAK (TO-252AA);Single;No;image/diodes\93473.png;Datasheet\diodes\VS-HFA04SD60S-M3\VS-HFA04SD60S-M3.pdf;None
VS-HFA04SD60SHM3;Enlarge;600;4;1.4;25;17;150;DPAK (TO-252AA);Single;Yes;image/diodes\94756.png;Datasheet\diodes\VS-HFA04SD60SHM3\VS-HFA04SD60SHM3.pdf;None
VS-HFA04TB60-M3;Enlarge;600;4;1.4;25;17;150;TO-220AC 2L;Single;No;image/diodes\96187.png;Datasheet\diodes\VS-HFA04TB60-M3\VS-HFA04TB60-M3.pdf;None
VS-HFA04TB60S-M3;Enlarge;600;4;1.4;25;17;150;D2PAK (TO-263AB);Single;No;image/diodes\96215.png;Datasheet\diodes\VS-HFA04TB60S-M3\VS-HFA04TB60S-M3.pdf;None
VS-HFA06PB120-N3;Enlarge;1200;6;2.4;80;26;150;TO-247AC 2L;Single;No;image/diodes\94037.png;Datasheet\diodes\VS-HFA06PB120-N3\VS-HFA06PB120-N3.pdf;None
VS-HFA06TB120-M3;Enlarge;1200;6;3.0;80;26;150;TO-220AC 2L;Single;No;image/diodes\96188.png;Datasheet\diodes\VS-HFA06TB120-M3\VS-HFA06TB120-M3.pdf;None
VS-HFA06TB120S-M3;Enlarge;1200;6;2.4;80;26;150;D2PAK (TO-263AB);Single;No;image/diodes\96216.png;Datasheet\diodes\VS-HFA06TB120S-M3\VS-HFA06TB120S-M3.pdf;None
VS-HFA08PB120-N3;Enlarge;1200;8;2.4;130;28;150;TO-247AC 2L;Single;No;image/diodes\94040.png;Datasheet\diodes\VS-HFA08PB120-N3\VS-HFA08PB120-N3.pdf;None
VS-HFA08PB60-N3;Enlarge;600;8;1.4;60;18;150;TO-247AC 2L;Single;No;image/diodes\94041.png;Datasheet\diodes\VS-HFA08PB60-N3\VS-HFA08PB60-N3.pdf;None
VS-HFA08SD60S-M3;Enlarge;600;8;1.4;60;18;150;DPAK (TO-252AA);Single;No;image/diodes\93474.png;Datasheet\diodes\VS-HFA08SD60S-M3\VS-HFA08SD60S-M3.pdf;None
VS-HFA08TA60C-M3;Enlarge;600;2 x 4;1.4;25;17;150;TO-220AB 3L;Common cathode;No;image/diodes\96202.png;Datasheet\diodes\VS-HFA08TA60C-M3\VS-HFA08TA60C-M3.pdf;None
VS-HFA08TA60CS-M3;Enlarge;600;8;2.2;25;17;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\96217.png;Datasheet\diodes\VS-HFA08TA60CS-M3\VS-HFA08TA60CS-M3.pdf;None
VS-HFA08TB120-M3;Enlarge;1200;8;2.4;130;28;150;TO-220AC 2L;Single;No;image/diodes\96189.png;Datasheet\diodes\VS-HFA08TB120-M3\VS-HFA08TB120-M3.pdf;None
VS-HFA08TB120HN3;Enlarge;1200;8;2.4;130;28;150;TO-220AC;Single die;Yes;image/diodes\94718.png;Datasheet\diodes\VS-HFA08TB120HN3\VS-HFA08TB120HN3.pdf;None
VS-HFA08TB120S-M3;Enlarge;1200;8;2.4;130;28;150;D2PAK (TO-263AB);Single;No;image/diodes\96218.png;Datasheet\diodes\VS-HFA08TB120S-M3\VS-HFA08TB120S-M3.pdf;None
VS-HFA08TB60-M3;Enlarge;600;8;1.4;60;18;150;TO-220AC 2L;Single;No;image/diodes\96190.png;Datasheet\diodes\VS-HFA08TB60-M3\VS-HFA08TB60-M3.pdf;None
VS-HFA08TB60HN3;Enlarge;600;8;1.4;60;18;150;TO-220AC;Single die;Yes;image/diodes\94970.png;Datasheet\diodes\VS-HFA08TB60HN3\VS-HFA08TB60HN3.pdf;None
VS-HFA08TB60S-M3;Enlarge;600;8;1.4;60;18;150;D2PAK (TO-263AB);Single;No;image/diodes\96219.png;Datasheet\diodes\VS-HFA08TB60S-M3\VS-HFA08TB60S-M3.pdf;None
VS-HFA12PA120C-N3;Enlarge;1200;2 x 6;2.4;80;26;150;TO-247AC 3L;Common cathode;No;image/diodes\94597.png;Datasheet\diodes\VS-HFA12PA120C-N3\VS-HFA12PA120C-N3.pdf;None
VS-HFA15PB60-N3;Enlarge;600;15;1.2;150;19;150;TO-247AC 2L;Single;No;image/diodes\94052.png;Datasheet\diodes\VS-HFA15PB60-N3\VS-HFA15PB60-N3.pdf;None
VS-HFA15TB60-1-M3;Enlarge;600;15;1.2;150;23;150;TO-262AA;Single;No;image/diodes\96313.png;Datasheet\diodes\VS-HFA15TB60-1-M3\VS-HFA15TB60-1-M3.pdf;Datasheet\diodes\VS-HFA15TB60-1-M3\VS-HFA15TB60-1-M3.zip
VS-HFA15TB60-M3;Enlarge;600;15;1.2;150;23;150;TO-220AC 2L;Single;No;image/diodes\96191.png;Datasheet\diodes\VS-HFA15TB60-M3\VS-HFA15TB60-M3.pdf;None
VS-HFA15TB60S-M3;Enlarge;600;15;1.2;150;23;150;D2PAK (TO-263AB);Single;No;image/diodes\96313.png;Datasheet\diodes\VS-HFA15TB60S-M3\VS-HFA15TB60S-M3.pdf;Datasheet\diodes\VS-HFA15TB60S-M3\VS-HFA15TB60S-M3.zip
