Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
SE15PD;Enlarge;200;1.5;0.868;30;;175;SMP (DO-220AA);Single;;Yes;image/diodes/87794.png;Datasheet/diodes/standard-recovery/SE15PD/SE15PD.pdf;Datasheet/diodes/standard-recovery/SE15PD/SE15PD.zip
SE15PG;Enlarge;400;1.5;0.868;30;;175;SMP (DO-220AA);Single;;Yes;image/diodes/87794.png;Datasheet/diodes/standard-recovery/SE15PG/SE15PG.pdf;Datasheet/diodes/standard-recovery/SE15PG/SE15PG.zip
SE15PJ;Enlarge;600;1.5;0.868;30;;175;SMP (DO-220AA);Single;;Yes;image/diodes/87794.png;Datasheet/diodes/standard-recovery/SE15PJ/SE15PJ.pdf;Datasheet/diodes/standard-recovery/SE15PJ/SE15PJ.zip
SE20AFB;Enlarge;100;2;0.86;35;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/87794.png;Datasheet/diodes/standard-recovery/SE20AFB/SE20AFB.pdf;Datasheet/diodes/standard-recovery/SE20AFB/SE20AFB.zip
SE20AFD;Enlarge;200;2;0.86;35;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/87488.png;Datasheet/diodes/standard-recovery/SE20AFD/SE20AFD.pdf;Datasheet/diodes/standard-recovery/SE20AFD/SE20AFD.zip
SE20AFG;Enlarge;400;2;0.86;35;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/87488.png;Datasheet/diodes/standard-recovery/SE20AFG/SE20AFG.pdf;Datasheet/diodes/standard-recovery/SE20AFG/SE20AFG.zip
SE20AFJ;Enlarge;600;2;0.86;35;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/98190.png;Datasheet/diodes/standard-recovery/SE20AFJ/SE20AFJ.pdf;Datasheet/diodes/standard-recovery/SE20AFJ/SE20AFJ.zip
SE20DB;Enlarge;100;20;1.03;150;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98190.png;Datasheet/diodes/standard-recovery/SE20DB/SE20DB.pdf;Datasheet/diodes/standard-recovery/SE20DB/SE20DB.zip
SE20DD;Enlarge;200;20;1.03;150;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98233.png;Datasheet/diodes/standard-recovery/SE20DD/SE20DD.pdf;Datasheet/diodes/standard-recovery/SE20DD/SE20DD.zip
SE20DG;Enlarge;400;20;1.03;150;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/98233.png;Datasheet/diodes/standard-recovery/SE20DG/SE20DG.pdf;Datasheet/diodes/standard-recovery/SE20DG/SE20DG.zip
SE20DJ;Enlarge;600;20;1.03;150;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87724.png;Datasheet/diodes/standard-recovery/SE20DJ/SE20DJ.pdf;Datasheet/diodes/standard-recovery/SE20DJ/SE20DJ.zip
SE20DLG;Enlarge;400;20;0.85;200;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87724.png;Datasheet/diodes/standard-recovery/SE20DLG/SE20DLG.pdf;None
SE20DLJ;Enlarge;600;20;0.85;200;;175;SMPD (TO-263AC);Single;;Yes;image/diodes/87724.png;Datasheet/diodes/standard-recovery/SE20DLJ/SE20DLJ.pdf;None
SE20DTG;Enlarge;400;20;1.03;150;;175;SMPD 2L;Single;;Yes;image/diodes/98367.png;Datasheet/diodes/standard-recovery/SE20DTG/SE20DTG.pdf;None
SE20DTJ;Enlarge;600;20;1.03;150;;175;SMPD 2L;Single;;Yes;image/diodes/98367.png;Datasheet/diodes/standard-recovery/SE20DTJ/SE20DTJ.pdf;None
SE20DTLG;Enlarge;400;20;0.85;200;;175;SMPD 2L;Single;;Yes;image/diodes/98367.png;Datasheet/diodes/standard-recovery/SE20DTLG/SE20DTLG.pdf;None
SE20DTLJ;Enlarge;600;20;0.85;200;;175;SMPD 2L;Single;;Yes;image/diodes/87701.png;Datasheet/diodes/standard-recovery/SE20DTLJ/SE20DTLJ.pdf;None
SE20FD;Enlarge;200;2;0.85;35;;175;SMF (DO-219AB);Single;;Yes;image/diodes/87701.png;Datasheet/diodes/standard-recovery/SE20FD/SE20FD.pdf;Datasheet/diodes/standard-recovery/SE20FD/SE20FD.zip
SE20FG;Enlarge;400;2;0.85;35;;175;SMF (DO-219AB);Single;;Yes;image/diodes/87701.png;Datasheet/diodes/standard-recovery/SE20FG/SE20FG.pdf;Datasheet/diodes/standard-recovery/SE20FG/SE20FG.zip
SE20FJ;Enlarge;600;2;0.85;35;;175;SMF (DO-219AB);Single;;Yes;image/diodes/87701.png;Datasheet/diodes/standard-recovery/SE20FJ/SE20FJ.pdf;Datasheet/diodes/standard-recovery/SE20FJ/SE20FJ.zip
SE20ND;Enlarge;200;2;0.86;32;;175;DFN3820A;Single;;Yes;image/diodes/87905.png;Datasheet/diodes/standard-recovery/SE20ND/SE20ND.pdf;None
SE20NG;Enlarge;400;2;0.86;32;;175;DFN3820A;Single;;Yes;image/diodes/87905.png;Datasheet/diodes/standard-recovery/SE20NG/SE20NG.pdf;None
SE20NJ;Enlarge;600;2;0.86;32;;175;DFN3820A;Single;;Yes;image/diodes/87905.png;Datasheet/diodes/standard-recovery/SE20NJ/SE20NJ.pdf;None
SE20PAB;Enlarge;100;2;0.92;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/87905.png;Datasheet/diodes/standard-recovery/SE20PAB/SE20PAB.pdf;Datasheet/diodes/standard-recovery/SE20PAB/SE20PAB.zip
SE20PAD;Enlarge;200;2;0.92;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/98474.png;Datasheet/diodes/standard-recovery/SE20PAD/SE20PAD.pdf;Datasheet/diodes/standard-recovery/SE20PAD/SE20PAD.zip
SE20PAG;Enlarge;400;2;0.92;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/89955.png;Datasheet/diodes/standard-recovery/SE20PAG/SE20PAG.pdf;Datasheet/diodes/standard-recovery/SE20PAG/SE20PAG.zip
SE20PAJ;Enlarge;600;2;0.92;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/89955.png;Datasheet/diodes/standard-recovery/SE20PAJ/SE20PAJ.pdf;Datasheet/diodes/standard-recovery/SE20PAJ/SE20PAJ.zip
SE20PB;Enlarge;100;2;0.85;32;;175;SMP (DO-220AA);Single;;Yes;image/diodes/89955.png;Datasheet/diodes/standard-recovery/SE20PB/SE20PB.pdf;Datasheet/diodes/standard-recovery/SE20PB/SE20PB.zip
SE20PD;Enlarge;200;2;0.85;32;;175;SMP (DO-220AA);Single;;Yes;image/diodes/89955.png;Datasheet/diodes/standard-recovery/SE20PD/SE20PD.pdf;Datasheet/diodes/standard-recovery/SE20PD/SE20PD.zip
SE20PG;Enlarge;400;2;0.85;32;;175;SMP (DO-220AA);Single;;Yes;image/diodes/98242.png;Datasheet/diodes/standard-recovery/SE20PG/SE20PG.pdf;Datasheet/diodes/standard-recovery/SE20PG/SE20PG.zip
SE20PJ;Enlarge;600;2;0.85;32;;175;SMP (DO-220AA);Single;;Yes;image/diodes/98368.png;Datasheet/diodes/standard-recovery/SE20PJ/SE20PJ.pdf;Datasheet/diodes/standard-recovery/SE20PJ/SE20PJ.zip
SE30124;Enlarge;1200;30;0.97;700;;175;DO-218AB;Single;;Yes;image/diodes/98368.png;Datasheet/diodes/standard-recovery/SE30124/SE30124.pdf;None
SE30AFB;Enlarge;100;3;0.86;40;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/98368.png;Datasheet/diodes/standard-recovery/SE30AFB/SE30AFB.pdf;Datasheet/diodes/standard-recovery/SE30AFB/SE30AFB.zip
SE30AFD;Enlarge;200;3;0.86;40;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/87702.png;Datasheet/diodes/standard-recovery/SE30AFD/SE30AFD.pdf;Datasheet/diodes/standard-recovery/SE30AFD/SE30AFD.zip
SE30AFG;Enlarge;400;3;0.86;40;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/87702.png;Datasheet/diodes/standard-recovery/SE30AFG/SE30AFG.pdf;Datasheet/diodes/standard-recovery/SE30AFG/SE30AFG.zip
SE30AFJ;Enlarge;600;3;0.86;40;;175;SlimSMA (DO-221AC);Single;;Yes;image/diodes/87702.png;Datasheet/diodes/standard-recovery/SE30AFJ/SE30AFJ.pdf;Datasheet/diodes/standard-recovery/SE30AFJ/SE30AFJ.zip
SE30DT12;Enlarge;1200;30;1.01;300;;175;SMPD 2L;Single;;Yes;image/diodes/87702.png;Datasheet/diodes/standard-recovery/SE30DT12/SE30DT12.pdf;None
SE30ND;Enlarge;200;3;0.86;40;;175;DFN3820A;Single;;Yes;image/diodes/98541.png;Datasheet/diodes/standard-recovery/SE30ND/SE30ND.pdf;Datasheet/diodes/standard-recovery/SE30ND/SE30ND.zip
SE30NG;Enlarge;400;3;0.86;40;;175;DFN3820A;Single;;Yes;image/diodes/98541.png;Datasheet/diodes/standard-recovery/SE30NG/SE30NG.pdf;Datasheet/diodes/standard-recovery/SE30NG/SE30NG.zip
SE30NJ;Enlarge;600;3;0.86;40;;175;DFN3820A;Single;;Yes;image/diodes/98541.png;Datasheet/diodes/standard-recovery/SE30NJ/SE30NJ.pdf;Datasheet/diodes/standard-recovery/SE30NJ/SE30NJ.zip
SE30PAB;Enlarge;100;3;1.00;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/98369.png;Datasheet/diodes/standard-recovery/SE30PAB/SE30PAB.pdf;Datasheet/diodes/standard-recovery/SE30PAB/SE30PAB.zip
SE30PAD;Enlarge;200;3;1.00;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/98369.png;Datasheet/diodes/standard-recovery/SE30PAD/SE30PAD.pdf;Datasheet/diodes/standard-recovery/SE30PAD/SE30PAD.zip
SE30PAG;Enlarge;400;3;1.00;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/98369.png;Datasheet/diodes/standard-recovery/SE30PAG/SE30PAG.pdf;Datasheet/diodes/standard-recovery/SE30PAG/SE30PAG.zip
SE30PAJ;Enlarge;600;3;1.00;32;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/87954.png;Datasheet/diodes/standard-recovery/SE30PAJ/SE30PAJ.pdf;Datasheet/diodes/standard-recovery/SE30PAJ/SE30PAJ.zip
SE40N3D;Enlarge;200;4;0.84;70;;175;DFN33A;Single;;Yes;image/diodes/87954.png;Datasheet/diodes/standard-recovery/SE40N3D/SE40N3D.pdf;Datasheet/diodes/standard-recovery/SE40N3D/SE40N3D.zip
SE40N3G;Enlarge;400;4;0.84;70;;175;DFN33A;Single;;Yes;image/diodes/87954.png;Datasheet/diodes/standard-recovery/SE40N3G/SE40N3G.pdf;Datasheet/diodes/standard-recovery/SE40N3G/SE40N3G.zip
SE40N3J;Enlarge;600;4;0.84;70;;175;DFN33A;Single;;Yes;image/diodes/87954.png;Datasheet/diodes/standard-recovery/SE40N3J/SE40N3J.pdf;Datasheet/diodes/standard-recovery/SE40N3J/SE40N3J.zip
SE40ND;Enlarge;200;4;0.86;60;;175;DFN3820A;Single;;Yes;image/diodes/87538.png;Datasheet/diodes/standard-recovery/SE40ND/SE40ND.pdf;None
SE40NG;Enlarge;400;4;0.86;60;;175;DFN3820A;Single;;Yes;image/diodes/87538.png;Datasheet/diodes/standard-recovery/SE40NG/SE40NG.pdf;None
SE40NJ;Enlarge;600;4;0.86;60;;175;DFN3820A;Single;;Yes;image/diodes/87538.png;Datasheet/diodes/standard-recovery/SE40NJ/SE40NJ.pdf;None
SE40PB;Enlarge;100;4;0.91;60;;175;SMPC (TO-277A);Single;;Yes;image/diodes/87538.png;Datasheet/diodes/standard-recovery/SE40PB/SE40PB.pdf;Datasheet/diodes/standard-recovery/SE40PB/SE40PB.zip
SE40PD;Enlarge;200;4;0.91;60;;175;SMPC (TO-277A);Single;;Yes;image/diodes/87703.png;Datasheet/diodes/standard-recovery/SE40PD/SE40PD.pdf;Datasheet/diodes/standard-recovery/SE40PD/SE40PD.zip
SE40PG;Enlarge;400;4;0.91;60;;175;SMPC (TO-277A);Single;;Yes;image/diodes/87703.png;Datasheet/diodes/standard-recovery/SE40PG/SE40PG.pdf;Datasheet/diodes/standard-recovery/SE40PG/SE40PG.zip
SE40PJ;Enlarge;600;4;0.91;60;;175;SMPC (TO-277A);Single;;Yes;image/diodes/87703.png;Datasheet/diodes/standard-recovery/SE40PJ/SE40PJ.pdf;Datasheet/diodes/standard-recovery/SE40PJ/SE40PJ.zip
SE40PWBC;Enlarge;100;2 x 2;0.92;36;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/87703.png;Datasheet/diodes/standard-recovery/SE40PWBC/SE40PWBC.pdf;Datasheet/diodes/standard-recovery/SE40PWBC/SE40PWBC.zip
SE40PWDC;Enlarge;200;2 x 2;0.92;36;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/98542.png;Datasheet/diodes/standard-recovery/SE40PWDC/SE40PWDC.pdf;Datasheet/diodes/standard-recovery/SE40PWDC/SE40PWDC.zip
SE40PWGC;Enlarge;400;2 x 2;0.92;36;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/98542.png;Datasheet/diodes/standard-recovery/SE40PWGC/SE40PWGC.pdf;Datasheet/diodes/standard-recovery/SE40PWGC/SE40PWGC.zip
SE40PWJC;Enlarge;600;2 x 2;0.92;36;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/98542.png;Datasheet/diodes/standard-recovery/SE40PWJC/SE40PWJC.pdf;Datasheet/diodes/standard-recovery/SE40PWJC/SE40PWJC.zip
SE50PAB;Enlarge;100;5;0.95;42;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/87533.png;Datasheet/diodes/standard-recovery/SE50PAB/SE50PAB.pdf;Datasheet/diodes/standard-recovery/SE50PAB/SE50PAB.zip
SE50PAD;Enlarge;200;5;0.95;42;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/87533.png;Datasheet/diodes/standard-recovery/SE50PAD/SE50PAD.pdf;Datasheet/diodes/standard-recovery/SE50PAD/SE50PAD.zip
SE50PAG;Enlarge;400;5;0.95;42;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/87533.png;Datasheet/diodes/standard-recovery/SE50PAG/SE50PAG.pdf;Datasheet/diodes/standard-recovery/SE50PAG/SE50PAG.zip
SE50PAJ;Enlarge;600;5;0.95;42;;175;SMPA (DO-221BC);Single;;Yes;image/diodes/87533.png;Datasheet/diodes/standard-recovery/SE50PAJ/SE50PAJ.pdf;Datasheet/diodes/standard-recovery/SE50PAJ/SE50PAJ.zip
SE60N3D;Enlarge;200;6;0.88;80;;175;DFN33A;Single;;Yes;image/diodes/87955.png;Datasheet/diodes/standard-recovery/SE60N3D/SE60N3D.pdf;Datasheet/diodes/standard-recovery/SE60N3D/SE60N3D.zip
SE60N3G;Enlarge;400;6;0.88;80;;175;DFN33A;Single;;Yes;image/diodes/87955.png;Datasheet/diodes/standard-recovery/SE60N3G/SE60N3G.pdf;Datasheet/diodes/standard-recovery/SE60N3G/SE60N3G.zip
SE60N3J;Enlarge;600;6;0.88;80;;175;DFN33A;Single;;Yes;image/diodes/87955.png;Datasheet/diodes/standard-recovery/SE60N3J/SE60N3J.pdf;Datasheet/diodes/standard-recovery/SE60N3J/SE60N3J.zip
SE60PWBC;Enlarge;100;2 x 3;0.94;42;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/87955.png;Datasheet/diodes/standard-recovery/SE60PWBC/SE60PWBC.pdf;Datasheet/diodes/standard-recovery/SE60PWBC/SE60PWBC.zip
SE60PWDC;Enlarge;200;2 x 3;0.94;42;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/87508.png;Datasheet/diodes/standard-recovery/SE60PWDC/SE60PWDC.pdf;Datasheet/diodes/standard-recovery/SE60PWDC/SE60PWDC.zip
SE60PWGC;Enlarge;400;2 x 3;0.94;42;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/87508.png;Datasheet/diodes/standard-recovery/SE60PWGC/SE60PWGC.pdf;Datasheet/diodes/standard-recovery/SE60PWGC/SE60PWGC.zip
SE60PWJC;Enlarge;600;2 x 3;0.94;42;;175;SlimDPAK (TO-252AE);Common cathode;;Yes;image/diodes/87508.png;Datasheet/diodes/standard-recovery/SE60PWJC/SE60PWJC.pdf;Datasheet/diodes/standard-recovery/SE60PWJC/SE60PWJC.zip
SE70PB;Enlarge;100 to 600;7;0.87;120;;175;SMPC (TO-277A);Single;;Yes;image/diodes/87508.png;Datasheet/diodes/standard-recovery/SE70PB/SE70PB.pdf;Datasheet/diodes/standard-recovery/SE70PB/SE70PB.zip
SE70PD;Enlarge;100 to 600;7;0.87;120;;175;SMPC (TO-277A);Single;;Yes;image/diodes/98189.png;Datasheet/diodes/standard-recovery/SE70PD/SE70PD.pdf;Datasheet/diodes/standard-recovery/SE70PD/SE70PD.zip
SE70PG;Enlarge;100 to 600;7;0.87;120;;175;SMPC (TO-277A);Single;;Yes;image/diodes/98189.png;Datasheet/diodes/standard-recovery/SE70PG/SE70PG.pdf;Datasheet/diodes/standard-recovery/SE70PG/SE70PG.zip
SE70PJ;Enlarge;100 to 600;7;0.87;120;;175;SMPC (TO-277A);Single;;Yes;image/diodes/98397.png;Datasheet/diodes/standard-recovery/SE70PJ/SE70PJ.pdf;Datasheet/diodes/standard-recovery/SE70PJ/SE70PJ.zip
SE80PWB;Enlarge;100;8;0.92;110;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/98397.png;Datasheet/diodes/standard-recovery/SE80PWB/SE80PWB.pdf;Datasheet/diodes/standard-recovery/SE80PWB/SE80PWB.zip
SE80PWD;Enlarge;200;8;0.92;110;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/98269.png;Datasheet/diodes/standard-recovery/SE80PWD/SE80PWD.pdf;Datasheet/diodes/standard-recovery/SE80PWD/SE80PWD.zip
SE80PWG;Enlarge;400;8;0.92;110;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/98269.png;Datasheet/diodes/standard-recovery/SE80PWG/SE80PWG.pdf;Datasheet/diodes/standard-recovery/SE80PWG/SE80PWG.zip
SE80PWJ;Enlarge;600;8;0.92;110;;175;SlimDPAK (TO-252AE);Single;;Yes;image/diodes/98269.png;Datasheet/diodes/standard-recovery/SE80PWJ/SE80PWJ.pdf;Datasheet/diodes/standard-recovery/SE80PWJ/SE80PWJ.zip
SE80PWTG;Enlarge;400;8;0.92;110;;175;SlimDPAK 2L;Single;;Yes;image/diodes/98270.png;Datasheet/diodes/standard-recovery/SE80PWTG/SE80PWTG.pdf;Datasheet/diodes/standard-recovery/SE80PWTG/SE80PWTG.zip
SE80PWTJ;Enlarge;600;8;0.92;110;;175;SlimDPAK 2L;Single;;Yes;image/diodes/98270.png;Datasheet/diodes/standard-recovery/SE80PWTJ/SE80PWTJ.pdf;Datasheet/diodes/standard-recovery/SE80PWTJ/SE80PWTJ.zip
SE80PWTLG;Enlarge;400;8;0.79;130;;175;SlimDPAK 2L;Single;;Yes;image/diodes/98270.png;Datasheet/diodes/standard-recovery/SE80PWTLG/SE80PWTLG.pdf;None
SE80PWTLJ;Enlarge;600;8;0.79;130;;175;SlimDPAK 2L;Single;;Yes;image/diodes/98193.png;Datasheet/diodes/standard-recovery/SE80PWTLJ/SE80PWTLJ.pdf;None
SE8D20D;Enlarge;200 to 600;2;0.86;35;;175;SlimSMAW (DO-221AD);Single;;Yes;image/diodes/98365.png;Datasheet/diodes/standard-recovery/SE8D20D/SE8D20D.pdf;None
SE8D20G;Enlarge;200 to 600;2;0.86;35;;175;SlimSMAW (DO-221AD);Single;;Yes;image/diodes/96210.png;Datasheet/diodes/standard-recovery/SE8D20G/SE8D20G.pdf;None
SE8D20J;Enlarge;200 to 600;2;0.86;35;;175;SlimSMAW (DO-221AD);Single;;Yes;image/diodes/96293.png;Datasheet/diodes/standard-recovery/SE8D20J/SE8D20J.pdf;None
SE8D30D;Enlarge;200 to 600;3;0.86;40;;175;SlimSMAW (DO-221AD);Single;;Yes;image/diodes/94884.png;Datasheet/diodes/standard-recovery/SE8D30D/SE8D30D.pdf;None
SE8D30G;Enlarge;200 to 600;3;0.86;40;;175;SlimSMAW (DO-221AD);Single;;Yes;image/diodes/96485.png;Datasheet/diodes/standard-recovery/SE8D30G/SE8D30G.pdf;None
SE8D30J;Enlarge;200 to 600;3;0.86;40;;175;SlimSMAW (DO-221AD);Single;;Yes;image/diodes/96539.png;Datasheet/diodes/standard-recovery/SE8D30J/SE8D30J.pdf;None
SEG10FG;Enlarge;400;1;0.83;25;;175;SMF (DO-219AB);Single;;Yes;image/diodes/96294.png;Datasheet/diodes/standard-recovery/SEG10FG/SEG10FG.pdf;None
SEP4512;Enlarge;1200;2 x 45;1.14;480;;175;TO-247AD 3L;Phase leg;;Yes;image/diodes/94885.png;Datasheet/diodes/standard-recovery/SEP4512/SEP4512.pdf;None
VS-10ETF0...-M3 Series;Enlarge;200, 400, 600;10;1.2;130;50;150;TO-220AC 2L;Single;0.6;No;image/diodes/96486.png;Datasheet/diodes/standard-recovery/VS-10ETF0...-M3 Series/VS-10ETF0...-M3 Series.pdf;None
VS-10ETF02FP-M3, VS-10ETF04FP-M3, VS-10ETF06FP-M3;Enlarge;200, 400, 600;10;1.2;160;50;150;TO-220 FullPAK 2L;Single;0.5;No;image/diodes/96540.png;Datasheet/diodes/standard-recovery/VS-10ETF02FP-M3, VS-10ETF04FP-M3, VS-10ETF06FP-M3/VS-10ETF02FP-M3, VS-10ETF04FP-M3, VS-10ETF06FP-M3.pdf;None
VS-10ETF02S-M3, VS-10ETF04S-M3, VS-10ETF06S-M3 Series;Enlarge;200, 400, 600;10;1.2;140;50;150;D2PAK (TO-263AB);Single;0.6;No;image/diodes/96295.png;Datasheet/diodes/standard-recovery/VS-10ETF02S-M3, VS-10ETF04S-M3, VS-10ETF06S-M3 Series/VS-10ETF02S-M3, VS-10ETF04S-M3, VS-10ETF06S-M3 Series.pdf;None
VS-10ETF06SLHM3;Enlarge;600;10;1.2;;50;150;D2PAK (TO-263AB);Single;0.6;Yes;image/diodes/94888.png;Datasheet/diodes/standard-recovery/VS-10ETF06SLHM3/VS-10ETF06SLHM3.pdf;None
VS-10ETF06THM3;Enlarge;600;10;1.2;;;150;2L TO-220AC;Single;0.6;Yes;image/diodes/94888.png;Datasheet/diodes/standard-recovery/VS-10ETF06THM3/VS-10ETF06THM3.pdf;None
VS-10ETF1...-M3 Series;;1000, 1200;10;1.33;140;80;150;TO-220AC 2L;Single;0.6;No;image/diodes/96295.png;Datasheet/diodes/standard-recovery/VS-10ETF1...-M3 Series/VS-10ETF1...-M3 Series.pdf;None
VS-10ETF10FP-M3, VS-10ETF12FP-M3;Enlarge;1000, 1200;10;1.33;140;80;150;TO-220 FullPAK 2L;Single;0.6;No;image/diodes/94888.png;Datasheet/diodes/standard-recovery/VS-10ETF10FP-M3, VS-10ETF12FP-M3/VS-10ETF10FP-M3, VS-10ETF12FP-M3.pdf;None
VS-10ETF10S-M3, VS-10ETF12S-M3 Series;Enlarge;1000, 1200;10;1.33;155;80;150;D2PAK (TO-263AB);Single;0.6;No;image/diodes/96484.png;Datasheet/diodes/standard-recovery/VS-10ETF10S-M3, VS-10ETF12S-M3 Series/VS-10ETF10S-M3, VS-10ETF12S-M3 Series.pdf;None
VS-10ETF12SLHM3;Enlarge;1200;10;1.33;;80;150;D2PAK (TO-263AB);Single;0.6;Yes;image/diodes/96537.png;Datasheet/diodes/standard-recovery/VS-10ETF12SLHM3/VS-10ETF12SLHM3.pdf;None
VS-10ETF12THM3;Enlarge;1200;10;1.33;;;150;2L TO-220AC;Single;0.6;Yes;image/diodes/96244.png;Datasheet/diodes/standard-recovery/VS-10ETF12THM3/VS-10ETF12THM3.pdf;None
VS-10ETS...-M3 Series;;800 - 1200;10;1.1;;;150;TO-220AC 2L;Single;;No;image/diodes/96523.png;Datasheet/diodes/standard-recovery/VS-10ETS...-M3 Series/VS-10ETS...-M3 Series.pdf;None
VS-10ETS08FP-M3;Enlarge;800 - 1200;10;1.1;;;150;TO-220 FullPAK 2L;Single;;No;image/diodes/96296.png;Datasheet/diodes/standard-recovery/VS-10ETS08FP-M3/VS-10ETS08FP-M3.pdf;None
VS-10ETS08S-M3;Enlarge;800;10;1.1;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/94886.png;Datasheet/diodes/standard-recovery/VS-10ETS08S-M3/VS-10ETS08S-M3.pdf;None
VS-10ETS10S-M3;Enlarge;1000;10;1.1;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/96119.png;Datasheet/diodes/standard-recovery/VS-10ETS10S-M3/VS-10ETS10S-M3.pdf;None
VS-10ETS12FP-M3;Enlarge;800 - 1200;10;1.1;;;150;TO-220 FullPAK 2L;Single;;No;image/diodes/96534.png;Datasheet/diodes/standard-recovery/VS-10ETS12FP-M3/VS-10ETS12FP-M3.pdf;None
VS-10ETS12S-M3 Series;Enlarge;1200;10;1.1;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/94887.png;Datasheet/diodes/standard-recovery/VS-10ETS12S-M3 Series/VS-10ETS12S-M3 Series.pdf;None
VS-10ETS12SLHM3;Enlarge;1200;10;1.1;;;150;D2PAK (TO-263AB);Single;;Yes;image/diodes/96297.png;Datasheet/diodes/standard-recovery/VS-10ETS12SLHM3/VS-10ETS12SLHM3.pdf;None
VS-10ETS12THM3;Enlarge;1200;10;1.1;;;150;TO-220AC 2L;Single;;Yes;image/diodes/96487.png;Datasheet/diodes/standard-recovery/VS-10ETS12THM3/VS-10ETS12THM3.pdf;None
VS-20ATS..-M3;Enlarge;800 1200;20;1.1;;;150;TO-220AB 3L;Common anode;;No;image/diodes/96535.png;Datasheet/diodes/standard-recovery/VS-20ATS..-M3/VS-20ATS..-M3.pdf;None
VS-20ATS12HM3;Enlarge;1200;20;1.1;;;150;3L TO-220AB;Single;;Yes;image/diodes/96244.png;Datasheet/diodes/standard-recovery/VS-20ATS12HM3/VS-20ATS12HM3.pdf;None
VS-20ETF...-M3 Series;;200, 400, 600;20;1.3;300;60;150;TO-220AC 2L;Single;0.6;No;image/diodes/96298.png;Datasheet/diodes/standard-recovery/VS-20ETF...-M3 Series/VS-20ETF...-M3 Series.pdf;None
VS-20ETF...-M3 Series;;800, 1000, 1200;20;1.31;320;95;150;TO-220AC 2L;Single;0.6;No;image/diodes/94889.png;Datasheet/diodes/standard-recovery/VS-20ETF...-M3 Series/VS-20ETF...-M3 Series.pdf;None
VS-20ETF02FP-M3, VS-20ETF04FP-M3, VS-20ETF06FP-M3;Enlarge;200, 400, 600;20;1.3;300;60;150;TO-220 FullPAK 2L;Single;0.6;No;image/diodes/96298.png;Datasheet/diodes/standard-recovery/VS-20ETF02FP-M3, VS-20ETF04FP-M3, VS-20ETF06FP-M3/VS-20ETF02FP-M3, VS-20ETF04FP-M3, VS-20ETF06FP-M3.pdf;Datasheet/diodes/standard-recovery/VS-20ETF02FP-M3, VS-20ETF04FP-M3, VS-20ETF06FP-M3/VS-20ETF02FP-M3, VS-20ETF04FP-M3, VS-20ETF06FP-M3.zip
VS-20ETF02S-M3, VS-20ETF04S-M3, VS-20ETF06S-M3 Series;Enlarge;200, 400, 600;20;1.3;300;60;150;D2PAK (TO-263AB);Single;0.6;No;image/diodes/94889.png;Datasheet/diodes/standard-recovery/VS-20ETF02S-M3, VS-20ETF04S-M3, VS-20ETF06S-M3 Series/VS-20ETF02S-M3, VS-20ETF04S-M3, VS-20ETF06S-M3 Series.pdf;None
