Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
GBU8J;Enlarge;8;1.0;200;100;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8J/GBU8J.pdf;Datasheet/diodes/bridge/GBU8J/GBU8J.zip
GBU8J;Enlarge;8;1.0;200;600;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8J/GBU8J.pdf;Datasheet/diodes/bridge/GBU8J/GBU8J.zip
GBU8K;Enlarge;8;1.0;200;100;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8K/GBU8K.pdf;Datasheet/diodes/bridge/GBU8K/GBU8K.zip
GBU8K;Enlarge;8;1.0;200;600;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8K/GBU8K.pdf;Datasheet/diodes/bridge/GBU8K/GBU8K.zip
GBU8K;Enlarge;8;1.0;200;200;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8K/GBU8K.pdf;Datasheet/diodes/bridge/GBU8K/GBU8K.zip
GBU8K;Enlarge;8;1.0;200;800;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8K/GBU8K.pdf;Datasheet/diodes/bridge/GBU8K/GBU8K.zip
GBU8K;Enlarge;8;1.0;200;50;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8K/GBU8K.pdf;Datasheet/diodes/bridge/GBU8K/GBU8K.zip
GBU8K;Enlarge;8;1.0;200;400;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8K/GBU8K.pdf;Datasheet/diodes/bridge/GBU8K/GBU8K.zip
GBU8K;Enlarge;8;1.0;200;1000;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8K/GBU8K.pdf;Datasheet/diodes/bridge/GBU8K/GBU8K.zip
GBU8M;Enlarge;8;1.0;200;50;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8M/GBU8M.pdf;Datasheet/diodes/bridge/GBU8M/GBU8M.zip
GBU8M;Enlarge;8;1.0;200;400;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8M/GBU8M.pdf;Datasheet/diodes/bridge/GBU8M/GBU8M.zip
GBU8M;Enlarge;8;1.0;200;1000;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8M/GBU8M.pdf;Datasheet/diodes/bridge/GBU8M/GBU8M.zip
GBU8M;Enlarge;8;1.0;200;100;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8M/GBU8M.pdf;Datasheet/diodes/bridge/GBU8M/GBU8M.zip
GBU8M;Enlarge;8;1.0;200;600;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8M/GBU8M.pdf;Datasheet/diodes/bridge/GBU8M/GBU8M.zip
GBU8M;Enlarge;8;1.0;200;200;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8M/GBU8M.pdf;Datasheet/diodes/bridge/GBU8M/GBU8M.zip
GBU8M;Enlarge;8;1.0;200;800;150;GBU;In-line;image/diodes/88616.png;Datasheet/diodes/bridge/GBU8M/GBU8M.pdf;Datasheet/diodes/bridge/GBU8M/GBU8M.zip
GBUE2560;Enlarge;25;0.75;350;600;175;GBU;In-line;image/diodes/87633.png;Datasheet/diodes/bridge/GBUE2560/GBUE2560.pdf;Datasheet/diodes/bridge/GBUE2560/GBUE2560.zip
GSIB1520;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1520/GSIB1520.pdf;Datasheet/diodes/bridge/GSIB1520/GSIB1520.zip
GSIB1520;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1520/GSIB1520.pdf;Datasheet/diodes/bridge/GSIB1520/GSIB1520.zip
GSIB1520;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1520/GSIB1520.pdf;Datasheet/diodes/bridge/GSIB1520/GSIB1520.zip
GSIB1520;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1520/GSIB1520.pdf;Datasheet/diodes/bridge/GSIB1520/GSIB1520.zip
GSIB1520N;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.pdf;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.zip
GSIB1520N;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.pdf;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.zip
GSIB1520N;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.pdf;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.zip
GSIB1520N;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.pdf;Datasheet/diodes/bridge/GSIB1520N/GSIB1520N.zip
GSIB1540;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1540/GSIB1540.pdf;Datasheet/diodes/bridge/GSIB1540/GSIB1540.zip
GSIB1540;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1540/GSIB1540.pdf;Datasheet/diodes/bridge/GSIB1540/GSIB1540.zip
GSIB1540;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1540/GSIB1540.pdf;Datasheet/diodes/bridge/GSIB1540/GSIB1540.zip
GSIB1540;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1540/GSIB1540.pdf;Datasheet/diodes/bridge/GSIB1540/GSIB1540.zip
GSIB1540N;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.pdf;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.zip
GSIB1540N;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.pdf;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.zip
GSIB1540N;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.pdf;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.zip
GSIB1540N;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.pdf;Datasheet/diodes/bridge/GSIB1540N/GSIB1540N.zip
GSIB1560;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1560/GSIB1560.pdf;Datasheet/diodes/bridge/GSIB1560/GSIB1560.zip
GSIB1560;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1560/GSIB1560.pdf;Datasheet/diodes/bridge/GSIB1560/GSIB1560.zip
GSIB1560;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1560/GSIB1560.pdf;Datasheet/diodes/bridge/GSIB1560/GSIB1560.zip
GSIB1560;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1560/GSIB1560.pdf;Datasheet/diodes/bridge/GSIB1560/GSIB1560.zip
GSIB1560N;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.pdf;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.zip
GSIB1560N;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.pdf;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.zip
GSIB1560N;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.pdf;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.zip
GSIB1560N;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.pdf;Datasheet/diodes/bridge/GSIB1560N/GSIB1560N.zip
GSIB1580;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1580/GSIB1580.pdf;Datasheet/diodes/bridge/GSIB1580/GSIB1580.zip
GSIB1580;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1580/GSIB1580.pdf;Datasheet/diodes/bridge/GSIB1580/GSIB1580.zip
GSIB1580;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1580/GSIB1580.pdf;Datasheet/diodes/bridge/GSIB1580/GSIB1580.zip
GSIB1580;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/88644.png;Datasheet/diodes/bridge/GSIB1580/GSIB1580.pdf;Datasheet/diodes/bridge/GSIB1580/GSIB1580.zip
GSIB1580N;Enlarge;15;0.95;300;200;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.pdf;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.zip
GSIB1580N;Enlarge;15;0.95;300;800;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.pdf;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.zip
GSIB1580N;Enlarge;15;0.95;300;400;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.pdf;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.zip
GSIB1580N;Enlarge;15;0.95;300;600;150;GSIB-5S;In-line;image/diodes/89387.png;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.pdf;Datasheet/diodes/bridge/GSIB1580N/GSIB1580N.zip
GSIB15A20;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.pdf;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.zip
GSIB15A20;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.pdf;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.zip
GSIB15A20;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.pdf;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.zip
GSIB15A20;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.pdf;Datasheet/diodes/bridge/GSIB15A20/GSIB15A20.zip
GSIB15A20N;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.pdf;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.zip
GSIB15A20N;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.pdf;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.zip
GSIB15A20N;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.pdf;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.zip
GSIB15A20N;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.pdf;Datasheet/diodes/bridge/GSIB15A20N/GSIB15A20N.zip
GSIB15A40;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.pdf;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.zip
GSIB15A40;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.pdf;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.zip
GSIB15A40;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.pdf;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.zip
GSIB15A40;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.pdf;Datasheet/diodes/bridge/GSIB15A40/GSIB15A40.zip
GSIB15A40N;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.pdf;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.zip
GSIB15A40N;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.pdf;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.zip
GSIB15A40N;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.pdf;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.zip
GSIB15A40N;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.pdf;Datasheet/diodes/bridge/GSIB15A40N/GSIB15A40N.zip
GSIB15A60;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.pdf;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.zip
GSIB15A60;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.pdf;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.zip
GSIB15A60;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.pdf;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.zip
GSIB15A60;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.pdf;Datasheet/diodes/bridge/GSIB15A60/GSIB15A60.zip
GSIB15A60N;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.pdf;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.zip
GSIB15A60N;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.pdf;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.zip
GSIB15A60N;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.pdf;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.zip
GSIB15A60N;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.pdf;Datasheet/diodes/bridge/GSIB15A60N/GSIB15A60N.zip
GSIB15A80;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.pdf;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.zip
GSIB15A80;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.pdf;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.zip
GSIB15A80;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.pdf;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.zip
GSIB15A80;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/88643.png;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.pdf;Datasheet/diodes/bridge/GSIB15A80/GSIB15A80.zip
GSIB15A80N;Enlarge;15;1.0;200;200;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.pdf;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.zip
GSIB15A80N;Enlarge;15;1.0;200;800;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.pdf;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.zip
GSIB15A80N;Enlarge;15;1.0;200;400;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.pdf;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.zip
GSIB15A80N;Enlarge;15;1.0;200;600;150;GSIB-5S;In-line;image/diodes/89386.png;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.pdf;Datasheet/diodes/bridge/GSIB15A80N/GSIB15A80N.zip
GSIB2020;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2020/GSIB2020.pdf;Datasheet/diodes/bridge/GSIB2020/GSIB2020.zip
GSIB2020;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2020/GSIB2020.pdf;Datasheet/diodes/bridge/GSIB2020/GSIB2020.zip
GSIB2020;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2020/GSIB2020.pdf;Datasheet/diodes/bridge/GSIB2020/GSIB2020.zip
GSIB2020;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2020/GSIB2020.pdf;Datasheet/diodes/bridge/GSIB2020/GSIB2020.zip
GSIB2020N;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.pdf;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.zip
GSIB2020N;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.pdf;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.zip
GSIB2020N;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.pdf;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.zip
GSIB2020N;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.pdf;Datasheet/diodes/bridge/GSIB2020N/GSIB2020N.zip
GSIB2040;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2040/GSIB2040.pdf;Datasheet/diodes/bridge/GSIB2040/GSIB2040.zip
GSIB2040;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2040/GSIB2040.pdf;Datasheet/diodes/bridge/GSIB2040/GSIB2040.zip
GSIB2040;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2040/GSIB2040.pdf;Datasheet/diodes/bridge/GSIB2040/GSIB2040.zip
GSIB2040;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2040/GSIB2040.pdf;Datasheet/diodes/bridge/GSIB2040/GSIB2040.zip
GSIB2040N;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.pdf;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.zip
GSIB2040N;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.pdf;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.zip
GSIB2040N;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.pdf;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.zip
GSIB2040N;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.pdf;Datasheet/diodes/bridge/GSIB2040N/GSIB2040N.zip
GSIB2060;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2060/GSIB2060.pdf;Datasheet/diodes/bridge/GSIB2060/GSIB2060.zip
GSIB2060;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2060/GSIB2060.pdf;Datasheet/diodes/bridge/GSIB2060/GSIB2060.zip
GSIB2060;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2060/GSIB2060.pdf;Datasheet/diodes/bridge/GSIB2060/GSIB2060.zip
GSIB2060;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2060/GSIB2060.pdf;Datasheet/diodes/bridge/GSIB2060/GSIB2060.zip
GSIB2060N;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.pdf;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.zip
GSIB2060N;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.pdf;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.zip
GSIB2060N;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.pdf;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.zip
GSIB2060N;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.pdf;Datasheet/diodes/bridge/GSIB2060N/GSIB2060N.zip
GSIB2080;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2080/GSIB2080.pdf;Datasheet/diodes/bridge/GSIB2080/GSIB2080.zip
GSIB2080;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2080/GSIB2080.pdf;Datasheet/diodes/bridge/GSIB2080/GSIB2080.zip
GSIB2080;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2080/GSIB2080.pdf;Datasheet/diodes/bridge/GSIB2080/GSIB2080.zip
GSIB2080;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/88645.png;Datasheet/diodes/bridge/GSIB2080/GSIB2080.pdf;Datasheet/diodes/bridge/GSIB2080/GSIB2080.zip
GSIB2080N;Enlarge;20;1.0;240;200;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.pdf;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.zip
GSIB2080N;Enlarge;20;1.0;240;800;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.pdf;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.zip
GSIB2080N;Enlarge;20;1.0;240;400;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.pdf;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.zip
GSIB2080N;Enlarge;20;1.0;240;600;150;GSIB-5S;In-line;image/diodes/89388.png;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.pdf;Datasheet/diodes/bridge/GSIB2080N/GSIB2080N.zip
GSIB2520;Enlarge;25;1.0;350;400;150;GSIB-5S;In-line;image/diodes/88646.png;Datasheet/diodes/bridge/GSIB2520/GSIB2520.pdf;Datasheet/diodes/bridge/GSIB2520/GSIB2520.zip
GSIB2520;Enlarge;25;1.0;350;600;150;GSIB-5S;In-line;image/diodes/88646.png;Datasheet/diodes/bridge/GSIB2520/GSIB2520.pdf;Datasheet/diodes/bridge/GSIB2520/GSIB2520.zip
GSIB2520;Enlarge;25;1.0;350;200;150;GSIB-5S;In-line;image/diodes/88646.png;Datasheet/diodes/bridge/GSIB2520/GSIB2520.pdf;Datasheet/diodes/bridge/GSIB2520/GSIB2520.zip
GSIB2520;Enlarge;25;1.0;350;800;150;GSIB-5S;In-line;image/diodes/88646.png;Datasheet/diodes/bridge/GSIB2520/GSIB2520.pdf;Datasheet/diodes/bridge/GSIB2520/GSIB2520.zip
GSIB2520N;Enlarge;25;1.0;350;600;150;GSIB-5S;In-line;image/diodes/89389.png;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.pdf;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.zip
GSIB2520N;Enlarge;25;1.0;350;200;150;GSIB-5S;In-line;image/diodes/89389.png;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.pdf;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.zip
GSIB2520N;Enlarge;25;1.0;350;800;150;GSIB-5S;In-line;image/diodes/89389.png;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.pdf;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.zip
GSIB2520N;Enlarge;25;1.0;350;400;150;GSIB-5S;In-line;image/diodes/89389.png;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.pdf;Datasheet/diodes/bridge/GSIB2520N/GSIB2520N.zip
GSIB2540;Enlarge;25;1.0;350;200;150;GSIB-5S;In-line;image/diodes/88646.png;Datasheet/diodes/bridge/GSIB2540/GSIB2540.pdf;Datasheet/diodes/bridge/GSIB2540/GSIB2540.zip
