Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
MBRB3045CT;Enlarge;45;2 x 15;0.60;200;;150;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\88677.png;Datasheet\diodes\MBRB3045CT\MBRB3045CT.pdf;Datasheet\diodes\MBRB3045CT\MBRB3045CT.zip
MBRB30H100CT;Enlarge;100;2 x 15;0.67;275;;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\88791.png;Datasheet\diodes\MBRB30H100CT\MBRB30H100CT.pdf;Datasheet\diodes\MBRB30H100CT\MBRB30H100CT.zip
MBRB30HxxCT;Enlarge;45;2 x 15;see datasheet;150;;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\87539.png;Datasheet\diodes\MBRB30HxxCT\MBRB30HxxCT.pdf;Datasheet\diodes\MBRB30HxxCT\MBRB30HxxCT.zip
MBRB30HxxCT;Enlarge;60;2 x 15;see datasheet;150;;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\87539.png;Datasheet\diodes\MBRB30HxxCT\MBRB30HxxCT.pdf;Datasheet\diodes\MBRB30HxxCT\MBRB30HxxCT.zip
MBRB7xx;Enlarge;60;7.5;see datasheet;150;;150;D2PAK (TO-263AB);Single;Yes;image/diodes\87594.png;Datasheet\diodes\MBRB7xx\MBRB7xx.pdf;None
MBRB7xx;Enlarge;45;7.5;see datasheet;150;;150;D2PAK (TO-263AB);Single;Yes;image/diodes\87594.png;Datasheet\diodes\MBRB7xx\MBRB7xx.pdf;None
MBRF10100;Enlarge;100;10;0.65;150;;150;ITO-220AC;Single;No;image/diodes\89320.png;Datasheet\diodes\MBRF10100\MBRF10100.pdf;None
MBRF10100CT-M3;Enlarge;100;2 x 5.0;0.75;120;;150;ITO-220AB;Common cathode;No;image/diodes\89126.png;Datasheet\diodes\MBRF10100CT-M3\MBRF10100CT-M3.pdf;None
MBRF1090;Enlarge;90;10;0.65;150;;150;ITO-220AC;Single;No;image/diodes\89320.png;Datasheet\diodes\MBRF1090\MBRF1090.pdf;None
MBRF1090CT-M3;Enlarge;90;2 x 5.0;0.75;120;;150;ITO-220AB;Common cathode;No;image/diodes\89126.png;Datasheet\diodes\MBRF1090CT-M3\MBRF1090CT-M3.pdf;None
MBRF10H100;Enlarge;100;10;0.64;250;;175;ITO-220AC;Single;No;image/diodes\88667.png;Datasheet\diodes\MBRF10H100\MBRF10H100.pdf;Datasheet\diodes\MBRF10H100\MBRF10H100.zip
MBRF10H100CT;Enlarge;100;2 x 5;0.61;150;;175;ITO-220AC;Common cathode;No;image/diodes\88668.png;Datasheet\diodes\MBRF10H100CT\MBRF10H100CT.pdf;Datasheet\diodes\MBRF10H100CT\MBRF10H100CT.zip
MBRF10xx;Enlarge;45;10;see datasheet;150;;150;ITO-220AC;Single;Yes;image/diodes\88669.png;Datasheet\diodes\MBRF10xx\MBRF10xx.pdf;Datasheet\diodes\MBRF10xx\MBRF10xx.zip
MBRF10xx;Enlarge;60;10;see datasheet;150;;150;ITO-220AC;Single;Yes;image/diodes\88669.png;Datasheet\diodes\MBRF10xx\MBRF10xx.pdf;Datasheet\diodes\MBRF10xx\MBRF10xx.zip
MBRF10xxx-E3;Enlarge;90;10;0.65;150;;150;ITO-220AC;Single;No;image/diodes\89034.png;Datasheet\diodes\MBRF10xxx-E3\MBRF10xxx-E3.pdf;Datasheet\diodes\MBRF10xxx-E3\MBRF10xxx-E3.zip
MBRF10xxx-E3;Enlarge;100;10;0.65;150;;150;ITO-220AC;Single;No;image/diodes\89034.png;Datasheet\diodes\MBRF10xxx-E3\MBRF10xxx-E3.pdf;Datasheet\diodes\MBRF10xxx-E3\MBRF10xxx-E3.zip
MBRF15xxCT;Enlarge;45;2 x 7.5;see datasheet;150;;150;ITO-220AB;Common cathode;Yes;image/diodes\88670.png;Datasheet\diodes\MBRF15xxCT\MBRF15xxCT.pdf;Datasheet\diodes\MBRF15xxCT\MBRF15xxCT.zip
MBRF15xxCT;Enlarge;60;2 x 7.5;see datasheet;150;;150;ITO-220AB;Common cathode;Yes;image/diodes\88670.png;Datasheet\diodes\MBRF15xxCT\MBRF15xxCT.pdf;Datasheet\diodes\MBRF15xxCT\MBRF15xxCT.zip
MBRF16xx;Enlarge;35 to 60;16;see datasheet;150;;150;ITO-220AC;Single;Yes;image/diodes\88671.png;Datasheet\diodes\MBRF16xx\MBRF16xx.pdf;Datasheet\diodes\MBRF16xx\MBRF16xx.zip
MBRF20100CT;Enlarge;100;2 x 10;0.65;150;;150;ITO-220AB;Common cathode;No;image/diodes\89319.png;Datasheet\diodes\MBRF20100CT\MBRF20100CT.pdf;None
MBRF2090CT;Enlarge;90;2 x 10;0.65;150;;150;ITO-220AB;Common cathode;No;image/diodes\89319.png;Datasheet\diodes\MBRF2090CT\MBRF2090CT.pdf;None
MBRF20H100CT;Enlarge;100;2 x 10;0.64;250;;175;ITO-220AB;Common cathode;No;image/diodes\88673.png;Datasheet\diodes\MBRF20H100CT\MBRF20H100CT.pdf;Datasheet\diodes\MBRF20H100CT\MBRF20H100CT.zip
MBRF20xxCT;Enlarge;60;2 x 10;see datasheet;150;;150;ITO-220AB;Common cathode;Yes;image/diodes\88674.png;Datasheet\diodes\MBRF20xxCT\MBRF20xxCT.pdf;None
MBRF20xxCT;Enlarge;45;2 x 10;see datasheet;150;;150;ITO-220AB;Common cathode;Yes;image/diodes\88674.png;Datasheet\diodes\MBRF20xxCT\MBRF20xxCT.pdf;None
MBRF20xxxCT-E3;Enlarge;90;2 x 10;0.65;150;;150;ITO-220AB;Common cathode;No;image/diodes\89033.png;Datasheet\diodes\MBRF20xxxCT-E3\MBRF20xxxCT-E3.pdf;Datasheet\diodes\MBRF20xxxCT-E3\MBRF20xxxCT-E3.zip
MBRF20xxxCT-E3;Enlarge;100;2 x 10;0.65;150;;150;ITO-220AB;Common cathode;No;image/diodes\89033.png;Datasheet\diodes\MBRF20xxxCT-E3\MBRF20xxxCT-E3.pdf;Datasheet\diodes\MBRF20xxxCT-E3\MBRF20xxxCT-E3.zip
MBRF2560CT;Enlarge;60;2 x 12.5;see datasheet;150;;150;ITO-220AB;Common cathode;No;image/diodes\87593.png;Datasheet\diodes\MBRF2560CT\MBRF2560CT.pdf;None
MBRF25xxCT;Enlarge;35;2 x 12.5;see datasheet;150;;150;ITO-220AB;Common cathode;No;image/diodes\88675.png;Datasheet\diodes\MBRF25xxCT\MBRF25xxCT.pdf;Datasheet\diodes\MBRF25xxCT\MBRF25xxCT.zip
MBRF25xxCT;Enlarge;45;2 x 12.5;see datasheet;150;;150;ITO-220AB;Common cathode;No;image/diodes\88675.png;Datasheet\diodes\MBRF25xxCT\MBRF25xxCT.pdf;Datasheet\diodes\MBRF25xxCT\MBRF25xxCT.zip
MBRF30H100CT;Enlarge;100;2 x 15;0.67;275;;175;ITO-220AB;Common cathode;No;image/diodes\88791.png;Datasheet\diodes\MBRF30H100CT\MBRF30H100CT.pdf;Datasheet\diodes\MBRF30H100CT\MBRF30H100CT.zip
MBRF30H45CT;Enlarge;45;2 x 15;0.56;150;;175;ITO-220AB;Common cathode;Yes;image/diodes\87634.png;Datasheet\diodes\MBRF30H45CT\MBRF30H45CT.pdf;None
MBRF745;Enlarge;45;7.5;see datasheet;150;;150;ITO-220AC;Single;No;image/diodes\88680.png;Datasheet\diodes\MBRF745\MBRF745.pdf;Datasheet\diodes\MBRF745\MBRF745.zip
MF10H100;Enlarge;100;10;0.64;250;;175;D2PAK (TO-263AB);Single;Yes;image/diodes\87727.png;Datasheet\diodes\MF10H100\MF10H100.pdf;None
MF10H100CT;Enlarge;100;2 x 5;0.61;150;;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\87728.png;Datasheet\diodes\MF10H100CT\MF10H100CT.pdf;None
MF20H100CT;Enlarge;100;2 x 10;0.64;250;;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\87736.png;Datasheet\diodes\MF20H100CT\MF20H100CT.pdf;None
MF30H100CT;Enlarge;100;2 x 15;0.67;275;;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\87737.png;Datasheet\diodes\MF30H100CT\MF30H100CT.pdf;None
MSS1P2L;Enlarge;20;1;0.35;25;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89020.png;Datasheet\diodes\MSS1P2L\MSS1P2L.pdf;Datasheet\diodes\MSS1P2L\MSS1P2L.zip
MSS1P3;Enlarge;30;1;0.41;25;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89019.png;Datasheet\diodes\MSS1P3\MSS1P3.pdf;Datasheet\diodes\MSS1P3\MSS1P3.zip
MSS1P3L;Enlarge;30;1;0.35;25;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89020.png;Datasheet\diodes\MSS1P3L\MSS1P3L.pdf;Datasheet\diodes\MSS1P3L\MSS1P3L.zip
MSS1P4;Enlarge;40;1;0.41;25;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89019.png;Datasheet\diodes\MSS1P4\MSS1P4.pdf;Datasheet\diodes\MSS1P4\MSS1P4.zip
MSS1P5;Enlarge;50;1;0.52;25;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89018.png;Datasheet\diodes\MSS1P5\MSS1P5.pdf;Datasheet\diodes\MSS1P5\MSS1P5.zip
MSS1P6;Enlarge;60;1;0.52;25;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89018.png;Datasheet\diodes\MSS1P6\MSS1P6.pdf;Datasheet\diodes\MSS1P6\MSS1P6.zip
MSS2P2;Enlarge;20;2;0.47;30;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89054.png;Datasheet\diodes\MSS2P2\MSS2P2.pdf;Datasheet\diodes\MSS2P2\MSS2P2.zip
MSS2P3;Enlarge;30;2;0.47;30;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\89054.png;Datasheet\diodes\MSS2P3\MSS2P3.pdf;Datasheet\diodes\MSS2P3\MSS2P3.zip
SB110;Enlarge;10;1;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88715.png;Datasheet\diodes\SB110\SB110.pdf;Datasheet\diodes\SB110\SB110.zip
SB120;Enlarge;20;1;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88715.png;Datasheet\diodes\SB120\SB120.pdf;Datasheet\diodes\SB120\SB120.zip
SB130;Enlarge;30;1;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88715.png;Datasheet\diodes\SB130\SB130.pdf;Datasheet\diodes\SB130\SB130.zip
SB140;Enlarge;40;1;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88715.png;Datasheet\diodes\SB140\SB140.pdf;Datasheet\diodes\SB140\SB140.zip
SB150;Enlarge;50;1;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88715.png;Datasheet\diodes\SB150\SB150.pdf;Datasheet\diodes\SB150\SB150.zip
SB160;Enlarge;60;1;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88715.png;Datasheet\diodes\SB160\SB160.pdf;Datasheet\diodes\SB160\SB160.zip
SB1H100;Enlarge;100;1;0.62;50;;175;DO-41 (DO-204AL);Single;No;image/diodes\88716.png;Datasheet\diodes\SB1H100\SB1H100.pdf;None
SB1H90;Enlarge;90;1;0.62;50;;175;DO-41 (DO-204AL);Single;No;image/diodes\88716.png;Datasheet\diodes\SB1H90\SB1H90.pdf;None
SB220;Enlarge;20;2;see datasheet;60;;see datasheet;DO-15 (DO-204AC);Single;No;image/diodes\88717.png;Datasheet\diodes\SB220\SB220.pdf;None
SB220S;Enlarge;20;2;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88951.png;Datasheet\diodes\SB220S\SB220S.pdf;None
SB230;Enlarge;30;2;see datasheet;60;;see datasheet;DO-15 (DO-204AC);Single;No;image/diodes\88717.png;Datasheet\diodes\SB230\SB230.pdf;None
SB230S;Enlarge;30;2;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88951.png;Datasheet\diodes\SB230S\SB230S.pdf;None
SB240;Enlarge;40;2;see datasheet;60;;see datasheet;DO-15 (DO-204AC);Single;No;image/diodes\88717.png;Datasheet\diodes\SB240\SB240.pdf;None
SB240S;Enlarge;40;2;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88951.png;Datasheet\diodes\SB240S\SB240S.pdf;None
SB250;Enlarge;50;2;see datasheet;60;;see datasheet;DO-15 (DO-204AC);Single;No;image/diodes\88717.png;Datasheet\diodes\SB250\SB250.pdf;None
SB250S;Enlarge;50;2;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88951.png;Datasheet\diodes\SB250S\SB250S.pdf;None
SB260;Enlarge;60;2;see datasheet;60;;see datasheet;DO-15 (DO-204AC);Single;No;image/diodes\88717.png;Datasheet\diodes\SB260\SB260.pdf;None
SB260S;Enlarge;60;2;see datasheet;50;;see datasheet;DO-41 (DO-204AL);Single;No;image/diodes\88951.png;Datasheet\diodes\SB260S\SB260S.pdf;None
SB2H100;Enlarge;100;2;0.65;75;;175;DO-15 (DO-204AC);Single;No;image/diodes\88718.png;Datasheet\diodes\SB2H100\SB2H100.pdf;Datasheet\diodes\SB2H100\SB2H100.zip
SB2H90;Enlarge;90;2;0.65;75;;175;DO-15 (DO-204AC);Single;No;image/diodes\88718.png;Datasheet\diodes\SB2H90\SB2H90.pdf;Datasheet\diodes\SB2H90\SB2H90.zip
SB320;Enlarge;20;3;see datasheet;120;;see datasheet;DO-201AD;Single;No;image/diodes\88719.png;Datasheet\diodes\SB320\SB320.pdf;Datasheet\diodes\SB320\SB320.zip
SB330;Enlarge;30;3;see datasheet;120;;see datasheet;DO-201AD;Single;No;image/diodes\88719.png;Datasheet\diodes\SB330\SB330.pdf;Datasheet\diodes\SB330\SB330.zip
SB340;Enlarge;40;3;see datasheet;120;;see datasheet;DO-201AD;Single;No;image/diodes\88719.png;Datasheet\diodes\SB340\SB340.pdf;Datasheet\diodes\SB340\SB340.zip
SB350;Enlarge;50;3;see datasheet;120;;see datasheet;DO-201AD;Single;No;image/diodes\88719.png;Datasheet\diodes\SB350\SB350.pdf;Datasheet\diodes\SB350\SB350.zip
SB360;Enlarge;60;3;see datasheet;120;;see datasheet;DO-201AD;Single;No;image/diodes\88719.png;Datasheet\diodes\SB360\SB360.pdf;Datasheet\diodes\SB360\SB360.zip
SB3H100;Enlarge;100;3;0.65;100;;175;DO-201AD;Single;No;image/diodes\88720.png;Datasheet\diodes\SB3H100\SB3H100.pdf;Datasheet\diodes\SB3H100\SB3H100.zip
SB3H90;Enlarge;90;3;0.65;100;;175;DO-201AD;Single;No;image/diodes\88720.png;Datasheet\diodes\SB3H90\SB3H90.pdf;Datasheet\diodes\SB3H90\SB3H90.zip
SB520;Enlarge;20;5;see datasheet;220;;150;DO-201AD;Single;No;image/diodes\88721.png;Datasheet\diodes\SB520\SB520.pdf;Datasheet\diodes\SB520\SB520.zip
SB520A;Enlarge;20;5;see datasheet;150;;150;DO-201AD;Single;No;image/diodes\88903.png;Datasheet\diodes\SB520A\SB520A.pdf;None
SB530;Enlarge;30;5;see datasheet;220;;150;DO-201AD;Single;No;image/diodes\88721.png;Datasheet\diodes\SB530\SB530.pdf;Datasheet\diodes\SB530\SB530.zip
SB530A;Enlarge;30;5;see datasheet;150;;150;DO-201AD;Single;No;image/diodes\88903.png;Datasheet\diodes\SB530A\SB530A.pdf;None
SB540;Enlarge;40;5;see datasheet;220;;150;DO-201AD;Single;No;image/diodes\88721.png;Datasheet\diodes\SB540\SB540.pdf;Datasheet\diodes\SB540\SB540.zip
SB540A;Enlarge;40;5;see datasheet;150;;150;DO-201AD;Single;No;image/diodes\88903.png;Datasheet\diodes\SB540A\SB540A.pdf;None
SB550;Enlarge;50;5;see datasheet;220;;150;DO-201AD;Single;No;image/diodes\88721.png;Datasheet\diodes\SB550\SB550.pdf;Datasheet\diodes\SB550\SB550.zip
SB550A;Enlarge;50;5;see datasheet;150;;150;DO-201AD;Single;No;image/diodes\88903.png;Datasheet\diodes\SB550A\SB550A.pdf;None
SB560;Enlarge;60;5;see datasheet;220;;150;DO-201AD;Single;No;image/diodes\88721.png;Datasheet\diodes\SB560\SB560.pdf;Datasheet\diodes\SB560\SB560.zip
SB560A;Enlarge;60;5;see datasheet;150;;150;DO-201AD;Single;No;image/diodes\88903.png;Datasheet\diodes\SB560A\SB560A.pdf;None
SB5H100;Enlarge;100;5;0.70;200;;175;DO-201AD;Single;No;image/diodes\88722.png;Datasheet\diodes\SB5H100\SB5H100.pdf;None
SB5H90;Enlarge;90;5;0.70;200;;175;DO-201AD;Single;No;image/diodes\88722.png;Datasheet\diodes\SB5H90\SB5H90.pdf;None
SBL1040CT;Enlarge;40;2 x 5;0.55;175;;125;TO-220AB;Common cathode;Yes;image/diodes\88726.png;Datasheet\diodes\SBL1040CT\SBL1040CT.pdf;None
SBL10L25;Enlarge;25;10;0.35;240;;150;TO-220AC;Single;Yes;image/diodes\88723.png;Datasheet\diodes\SBL10L25\SBL10L25.pdf;None
SBL2030PT;Enlarge;30;20;0.55;250;;125;TO-3P (TO-247AD);Common cathode;No;image/diodes\88728.png;Datasheet\diodes\SBL2030PT\SBL2030PT.pdf;None
SBL2040PT;Enlarge;40;20;0.55;250;;125;TO-3P (TO-247AD);Common cathode;No;image/diodes\88728.png;Datasheet\diodes\SBL2040PT\SBL2040PT.pdf;None
SBL25L30CT;Enlarge;30;2 x 12.5;0.39;180;;150;TO-220AB;Common cathode;Yes;image/diodes\88731.png;Datasheet\diodes\SBL25L30CT\SBL25L30CT.pdf;Datasheet\diodes\SBL25L30CT\SBL25L30CT.zip
SBL3030PT;Enlarge;30;30;0.55;275;;125;TO-3P (TO-247AD);Common cathode;No;image/diodes\88732.png;Datasheet\diodes\SBL3030PT\SBL3030PT.pdf;None
SBL3040PT;Enlarge;40;30;0.55;275;;125;TO-3P (TO-247AD);Common cathode;No;image/diodes\88732.png;Datasheet\diodes\SBL3040PT\SBL3040PT.pdf;None
SBL4030PT;Enlarge;30;40;0.50;400;;125;TO-3P (TO-247AD);Common cathode;No;image/diodes\88733.png;Datasheet\diodes\SBL4030PT\SBL4030PT.pdf;Datasheet\diodes\SBL4030PT\SBL4030PT.zip
SBL4040PT;Enlarge;40;40;0.50;400;;125;TO-3P (TO-247AD);Common cathode;No;image/diodes\88733.png;Datasheet\diodes\SBL4040PT\SBL4040PT.pdf;Datasheet\diodes\SBL4040PT\SBL4040PT.zip
SBLB1040CT;Enlarge;40;2 x 5;0.55;175;;125;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\88726.png;Datasheet\diodes\SBLB1040CT\SBLB1040CT.pdf;None
SBLB10L25;Enlarge;25;10;0.35;240;;150;D2PAK (TO-263AB);Single;Yes;image/diodes\88723.png;Datasheet\diodes\SBLB10L25\SBLB10L25.pdf;None
SBLB1640CT;Enlarge;40;2 x 8;0.55;250;;125;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\88727.png;Datasheet\diodes\SBLB1640CT\SBLB1640CT.pdf;Datasheet\diodes\SBLB1640CT\SBLB1640CT.zip
SBLB25L30CT;Enlarge;30;2 x 12.5;0.39;180;;150;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\88731.png;Datasheet\diodes\SBLB25L30CT\SBLB25L30CT.pdf;Datasheet\diodes\SBLB25L30CT\SBLB25L30CT.zip
SBLF10L25;Enlarge;25;10;0.35;240;;150;ITO-220AC;Single;Yes;image/diodes\88723.png;Datasheet\diodes\SBLF10L25\SBLF10L25.pdf;None
SBLF25L30CT;Enlarge;30;2 x 12.5;0.39;180;;150;ITO-220AB;Common cathode;Yes;image/diodes\88731.png;Datasheet\diodes\SBLF25L30CT\SBLF25L30CT.pdf;Datasheet\diodes\SBLF25L30CT\SBLF25L30CT.zip
SD241P;Enlarge;45;30;0.47;400;;150;TO-3P (TO-247AD);Common cathode;No;image/diodes\88738.png;Datasheet\diodes\SD241P\SD241P.pdf;None
SGL41-xx;Enlarge;50;1;see datasheet;30;;see datasheet;GL41 (DO-213AB);Single;Yes;image/diodes\88548.png;Datasheet\diodes\SGL41-xx\SGL41-xx.pdf;Datasheet\diodes\SGL41-xx\SGL41-xx.zip
SGL41-xx;Enlarge;60;1;see datasheet;30;;see datasheet;GL41 (DO-213AB);Single;Yes;image/diodes\88548.png;Datasheet\diodes\SGL41-xx\SGL41-xx.pdf;Datasheet\diodes\SGL41-xx\SGL41-xx.zip
SGL41-xx;Enlarge;20;1;see datasheet;30;;see datasheet;GL41 (DO-213AB);Single;Yes;image/diodes\88548.png;Datasheet\diodes\SGL41-xx\SGL41-xx.pdf;Datasheet\diodes\SGL41-xx\SGL41-xx.zip
SGL41-xx;Enlarge;30;1;see datasheet;30;;see datasheet;GL41 (DO-213AB);Single;Yes;image/diodes\88548.png;Datasheet\diodes\SGL41-xx\SGL41-xx.pdf;Datasheet\diodes\SGL41-xx\SGL41-xx.zip
SGL41-xx;Enlarge;40;1;see datasheet;30;;see datasheet;GL41 (DO-213AB);Single;Yes;image/diodes\88548.png;Datasheet\diodes\SGL41-xx\SGL41-xx.pdf;Datasheet\diodes\SGL41-xx\SGL41-xx.zip
SL02;Enlarge;20;1.1;0.385;40;;125;SMF (DO-219AB);Single;Yes;image/diodes\85687.png;Datasheet\diodes\SL02\SL02.pdf;Datasheet\diodes\SL02\SL02.zip
SL02-M;Enlarge;20;1.1;0.385;40;;125;SMF (DO-219AB);Single;Yes;image/diodes\85190.png;Datasheet\diodes\SL02-M\SL02-M.pdf;Datasheet\diodes\SL02-M\SL02-M.zip
SL03;Enlarge;30;1.1;0.43;40;;125;SMF (DO-219AB);Single;Yes;image/diodes\85687.png;Datasheet\diodes\SL03\SL03.pdf;Datasheet\diodes\SL03\SL03.zip
SL03-M;Enlarge;30;1.1;0.43;40;;125;SMF (DO-219AB);Single;Yes;image/diodes\85190.png;Datasheet\diodes\SL03-M\SL03-M.pdf;Datasheet\diodes\SL03-M\SL03-M.zip
SL04;Enlarge;40;1.1;0.47;40;;175;SMF (DO-219AB);Single;Yes;image/diodes\85942.png;Datasheet\diodes\SL04\SL04.pdf;None
SL04-M;Enlarge;40;1.1;0.47;40;;175;SMF (DO-219AB);Single;Yes;image/diodes\85941.png;Datasheet\diodes\SL04-M\SL04-M.pdf;None
SL12;Enlarge;20;1.5;0.34;50;;125;SMA (DO-214AC);Single;Yes;image/diodes\88740.png;Datasheet\diodes\SL12\SL12.pdf;Datasheet\diodes\SL12\SL12.zip
SL12-M3;Enlarge;20;1.5;0.34;50;;125;SMA (DO-214AC);Single;No;image/diodes\89408.png;Datasheet\diodes\SL12-M3\SL12-M3.pdf;Datasheet\diodes\SL12-M3\SL12-M3.zip
SL13;Enlarge;30;1.5;0.34;50;;125;SMA (DO-214AC);Single;Yes;image/diodes\88740.png;Datasheet\diodes\SL13\SL13.pdf;Datasheet\diodes\SL13\SL13.zip
SL13-M3;Enlarge;30;1.5;0.34;50;;125;SMA (DO-214AC);Single;No;image/diodes\89408.png;Datasheet\diodes\SL13-M3\SL13-M3.pdf;Datasheet\diodes\SL13-M3\SL13-M3.zip
SL22;Enlarge;20;2;0.32;100;;125;SMB (DO-214AA);Single;Yes;image/diodes\88741.png;Datasheet\diodes\SL22\SL22.pdf;Datasheet\diodes\SL22\SL22.zip
SL23;Enlarge;30;2;0.32;100;;125;SMB (DO-214AA);Single;Yes;image/diodes\88741.png;Datasheet\diodes\SL23\SL23.pdf;Datasheet\diodes\SL23\SL23.zip
SL42;Enlarge;20;4;see datasheet;150;;125;SMC (DO-214AB);Single;Yes;image/diodes\88742.png;Datasheet\diodes\SL42\SL42.pdf;Datasheet\diodes\SL42\SL42.zip
SL43;Enlarge;30;4;see datasheet;150;;125;SMC (DO-214AB);Single;Yes;image/diodes\88742.png;Datasheet\diodes\SL43\SL43.pdf;Datasheet\diodes\SL43\SL43.zip
SL44;Enlarge;40;4;see datasheet;150;;125;SMC (DO-214AB);Single;Yes;image/diodes\88742.png;Datasheet\diodes\SL44\SL44.pdf;Datasheet\diodes\SL44\SL44.zip
SS10P2CL;Enlarge;20;2 x 5.0;0.338;200;;150;SMPC (TO-277A);Common cathode;Yes;image/diodes\89036.png;Datasheet\diodes\SS10P2CL\SS10P2CL.pdf;Datasheet\diodes\SS10P2CL\SS10P2CL.zip
SS10P3;Enlarge;30;10;0.41;280;;150;SMPC (TO-277A);Single;Yes;image/diodes\88983.png;Datasheet\diodes\SS10P3\SS10P3.pdf;Datasheet\diodes\SS10P3\SS10P3.zip
SS10P3C;Enlarge;30;2 x 5.0;0.37;200;;150;SMPC (TO-277A);Common cathode;Yes;image/diodes\89035.png;Datasheet\diodes\SS10P3C\SS10P3C.pdf;Datasheet\diodes\SS10P3C\SS10P3C.zip
SS10P3CL;Enlarge;30;2 x 5.0;0.338;200;;150;SMPC (TO-277A);Common cathode;Yes;image/diodes\89036.png;Datasheet\diodes\SS10P3CL\SS10P3CL.pdf;Datasheet\diodes\SS10P3CL\SS10P3CL.zip
SS10P4;Enlarge;40;10;0.41;280;;150;SMPC (TO-277A);Single;Yes;image/diodes\88983.png;Datasheet\diodes\SS10P4\SS10P4.pdf;Datasheet\diodes\SS10P4\SS10P4.zip
SS10P4C;Enlarge;40;2 x 5.0;0.37;200;;150;SMPC (TO-277A);Common cathode;Yes;image/diodes\89035.png;Datasheet\diodes\SS10P4C\SS10P4C.pdf;Datasheet\diodes\SS10P4C\SS10P4C.zip
SS10P5;Enlarge;50;10;0.55;280;;150;SMPC (TO-277A);Single;Yes;image/diodes\89043.png;Datasheet\diodes\SS10P5\SS10P5.pdf;Datasheet\diodes\SS10P5\SS10P5.zip
SS10P6;Enlarge;60;10;0.55;280;;150;SMPC (TO-277A);Single;Yes;image/diodes\89043.png;Datasheet\diodes\SS10P6\SS10P6.pdf;Datasheet\diodes\SS10P6\SS10P6.zip
SS10PH10;Enlarge;100;10;0.661;200;;175;SMPC (TO-277A);Single;Yes;image/diodes\89000.png;Datasheet\diodes\SS10PH10\SS10PH10.pdf;Datasheet\diodes\SS10PH10\SS10PH10.zip
SS10PH45;Enlarge;45;10;0.56;200;;175;SMPC (TO-277A);Single;Yes;image/diodes\89057.png;Datasheet\diodes\SS10PH45\SS10PH45.pdf;Datasheet\diodes\SS10PH45\SS10PH45.zip
SS10PH9;Enlarge;90;10;0.661;200;;175;SMPC (TO-277A);Single;Yes;image/diodes\89000.png;Datasheet\diodes\SS10PH9\SS10PH9.pdf;Datasheet\diodes\SS10PH9\SS10PH9.zip
SS12;Enlarge;20;1;see datasheet;40;;150;SMA (DO-214AC);Single;Yes;image/diodes\88746.png;Datasheet\diodes\SS12\SS12.pdf;Datasheet\diodes\SS12\SS12.zip
SS12P2L;Enlarge;20;12;0.38;280;;150;SMPC (TO-277A);Single;Yes;image/diodes\89002.png;Datasheet\diodes\SS12P2L\SS12P2L.pdf;None
SS12P3L;Enlarge;30;12;0.38;280;;150;SMPC (TO-277A);Single;Yes;image/diodes\89002.png;Datasheet\diodes\SS12P3L\SS12P3L.pdf;None
SS12P4C;Enlarge;40;2 x 6.0;0.40;150;;125;SMPC (TO-277A);Common cathode;Yes;image/diodes\89141.png;Datasheet\diodes\SS12P4C\SS12P4C.pdf;Datasheet\diodes\SS12P4C\SS12P4C.zip
